subj_id,gender,age,language
s002,male,26,monolingual
s006,male,23,monolingual
s010,male,missing,bilingual
s014,male,20,bilingual
s018,male,21,bilingual
s022,male,22,monolingual
s026,male,19,monolingual
s030,male,20,monolingual
s034,female,21,monolingual
s038,male,20,monolingual
s042,male,20,monolingual
s046,male,21,monolingual
s050,female,20,bilingual
s054,nonbinary,23,monolingual
s058,male,21,monolingual
s062,male,18,bilingual
s066,nonbinary,22,monolingual
s070,female,23,monolingual
s074,male,21,monolingual
s078,male,21,monolingual
s082,female,20,monolingual
s086,female,20,monolingual
s090,male,19,monolingual
s094,nonbinary,22,monolingual
s098,female,missing,monolingual
s102,NA,19,bilingual
s106,male,21,bilingual
s110,female,19,monolingual
s114,female,25,bilingual
s118,male,21,monolingual
s122,male,25,monolingual
s126,male,24,bilingual
s130,male,20,bilingual
s134,female,22,monolingual
s138,male,18,monolingual
s142,female,21,monolingual
s146,male,18,bilingual
s150,male,20,monolingual
s154,nonbinary,19,bilingual
s158,male,22,monolingual
s162,male,20,bilingual
s166,male,19,monolingual
s170,female,22,monolingual
s174,male,20,monolingual
s178,male,18,monolingual
s182,male,21,monolingual
s186,male,missing,monolingual
s190,female,20,bilingual
s194,male,21,bilingual
s198,male,24,bilingual
s202,female,19,bilingual
s206,male,20,monolingual
s210,male,18,monolingual
s214,NA,19,monolingual
s218,male,20,monolingual
s222,male,20,monolingual
s226,male,20,monolingual
s230,female,24,monolingual
s234,nonbinary,20,monolingual
s238,male,23,monolingual
s242,female,21,monolingual
s246,nonbinary,22,bilingual
s250,female,21,monolingual
s254,NA,23,monolingual
s258,male,20,bilingual
s262,female,19,monolingual
s266,female,19,bilingual
s270,NA,21,monolingual
s274,nonbinary,21,bilingual
s278,female,missing,monolingual
s282,female,22,monolingual
s286,male,21,monolingual
s290,male,22,monolingual
s294,male,25,bilingual
s298,male,19,bilingual
s302,male,19,monolingual
s306,female,21,monolingual
s310,male,23,bilingual
s314,male,23,bilingual
s318,male,20,monolingual
s322,female,19,monolingual
s326,male,21,monolingual
s330,male,23,monolingual
s334,male,20,bilingual
s338,female,21,bilingual
s342,male,24,monolingual
s346,male,20,monolingual
s350,male,21,monolingual
s354,male,23,monolingual
s358,male,20,monolingual
s362,male,19,bilingual
s366,male,20,bilingual
s370,male,21,monolingual
s374,male,21,bilingual
s378,male,21,monolingual
s382,male,18,monolingual
