subj_id,gender,age,language
s004,male,20,bilingual
s008,male,21,monolingual
s012,male,20,monolingual
s016,female,19,monolingual
s020,female,23,monolingual
s024,male,24,monolingual
s028,male,19,bilingual
s032,female,21,monolingual
s036,female,22,monolingual
s040,male,21,monolingual
s044,female,20,monolingual
s048,female,20,monolingual
s052,male,19,monolingual
s056,male,22,monolingual
s060,NA,19,bilingual
s064,female,20,monolingual
s068,male,20,bilingual
s072,male,missing,monolingual
s076,male,missing,bilingual
s080,male,19,monolingual
s084,male,23,bilingual
s088,male,21,monolingual
s092,male,21,monolingual
s096,female,20,bilingual
s100,NA,missing,monolingual
s104,male,19,monolingual
s108,male,19,monolingual
s112,nonbinary,24,monolingual
s116,female,25,monolingual
s120,nonbinary,20,monolingual
s124,male,22,bilingual
s128,male,21,monolingual
s132,female,19,monolingual
s136,male,19,monolingual
s140,male,20,monolingual
s144,male,21,monolingual
s148,male,19,monolingual
s152,female,23,monolingual
s156,male,21,monolingual
s160,female,22,bilingual
s164,female,22,monolingual
s168,male,18,monolingual
s172,female,18,monolingual
s176,female,20,bilingual
s180,male,18,monolingual
s184,male,22,monolingual
s188,female,20,bilingual
s192,male,26,bilingual
s196,male,22,bilingual
s200,female,19,bilingual
s204,male,21,monolingual
s208,male,24,monolingual
s212,male,18,monolingual
s216,male,21,monolingual
s220,female,21,bilingual
s224,female,22,monolingual
s228,nonbinary,20,bilingual
s232,male,21,monolingual
s236,female,23,monolingual
s240,male,21,monolingual
s244,male,20,bilingual
s248,NA,24,monolingual
s252,male,22,monolingual
s256,male,20,monolingual
s260,nonbinary,22,monolingual
s264,male,20,monolingual
s268,female,23,monolingual
s272,male,21,monolingual
s276,male,21,monolingual
s280,male,20,monolingual
s284,female,19,bilingual
s288,female,21,bilingual
s292,male,22,monolingual
s296,male,18,monolingual
s300,female,21,bilingual
s304,female,20,monolingual
