subj_id,gender,age,language
s002,male,21,monolingual
s006,male,20,monolingual
s010,NA,23,bilingual
s014,female,19,monolingual
s018,NA,21,bilingual
s022,female,19,monolingual
s026,male,19,monolingual
s030,female,23,bilingual
s034,female,missing,bilingual
s038,male,19,monolingual
s042,female,21,monolingual
s046,male,20,monolingual
s050,female,20,monolingual
s054,male,23,monolingual
s058,male,20,monolingual
s062,male,22,monolingual
s066,male,20,monolingual
s070,nonbinary,22,monolingual
s074,nonbinary,20,monolingual
s078,female,19,bilingual
s082,male,missing,monolingual
s086,male,19,monolingual
s090,female,21,monolingual
s094,male,21,bilingual
s098,female,23,monolingual
s102,female,19,monolingual
s106,male,23,monolingual
s110,nonbinary,20,monolingual
s114,female,21,bilingual
s118,nonbinary,21,monolingual
s122,male,20,bilingual
s126,male,22,monolingual
s130,male,21,monolingual
s134,male,20,monolingual
s138,female,21,bilingual
s142,male,22,monolingual
s146,female,21,monolingual
s150,male,22,monolingual
s154,male,missing,monolingual
s158,male,21,monolingual
s162,male,19,monolingual
s166,male,23,monolingual
s170,nonbinary,19,monolingual
s174,female,23,monolingual
s178,male,23,monolingual
s182,male,20,monolingual
s186,female,22,monolingual
s190,male,24,monolingual
s194,male,20,monolingual
s198,female,21,monolingual
s202,male,22,monolingual
s206,male,20,bilingual
s210,nonbinary,23,monolingual
s214,male,21,bilingual
s218,male,22,bilingual
s222,female,22,bilingual
s226,male,20,bilingual
s230,male,22,monolingual
s234,male,21,monolingual
s238,female,18,monolingual
s242,male,19,monolingual
s246,female,20,monolingual
s250,female,20,bilingual
s254,NA,21,bilingual
s258,male,20,monolingual
s262,male,21,monolingual
s266,female,missing,monolingual
s270,male,20,bilingual
s274,male,missing,monolingual
s278,male,20,monolingual
s282,male,20,bilingual
s286,female,20,bilingual
s290,female,24,monolingual
s294,female,20,bilingual
s298,female,23,monolingual
s302,male,24,monolingual
s306,male,23,monolingual
s310,NA,missing,bilingual
s314,male,missing,bilingual
s318,male,20,monolingual
s322,male,21,monolingual
s326,male,22,monolingual
s330,female,22,bilingual
s334,male,18,monolingual
s338,male,23,monolingual
s342,male,21,monolingual
s346,male,20,bilingual
s350,female,missing,bilingual
s354,female,21,monolingual
s358,female,21,monolingual
s362,male,24,monolingual
s366,female,18,monolingual
s370,male,23,bilingual
s374,nonbinary,25,monolingual
s378,male,20,monolingual
s382,female,23,monolingual
