subj_id,gender,age,language
s001,male,23,bilingual
s005,male,20,monolingual
s009,male,21,monolingual
s013,male,18,monolingual
s017,male,missing,monolingual
s021,NA,22,bilingual
s025,male,19,monolingual
s029,female,23,monolingual
s033,male,22,monolingual
s037,female,20,bilingual
s041,nonbinary,19,monolingual
s045,male,21,bilingual
s049,female,21,monolingual
s053,female,21,bilingual
s057,female,23,monolingual
s061,male,22,monolingual
s065,male,22,bilingual
s069,male,22,monolingual
s073,male,21,monolingual
s077,male,20,monolingual
s081,male,24,bilingual
s085,female,missing,monolingual
s089,male,22,monolingual
s093,female,21,monolingual
s097,female,20,bilingual
s101,female,22,bilingual
s105,male,22,bilingual
s109,female,20,monolingual
s113,female,23,monolingual
s117,nonbinary,22,monolingual
s121,NA,21,bilingual
s125,male,21,monolingual
s129,nonbinary,22,monolingual
s133,male,19,monolingual
s137,NA,22,monolingual
s141,female,20,bilingual
s145,nonbinary,23,monolingual
s149,male,23,monolingual
s153,female,18,bilingual
s157,male,18,bilingual
s161,nonbinary,26,bilingual
s165,NA,19,monolingual
s169,male,21,monolingual
s173,female,19,bilingual
s177,male,22,bilingual
s181,male,21,monolingual
s185,nonbinary,24,monolingual
s189,male,19,monolingual
s193,male,19,monolingual
s197,male,missing,bilingual
s201,male,23,monolingual
s205,male,23,monolingual
s209,male,22,monolingual
s213,female,19,monolingual
s217,male,20,bilingual
s221,male,20,monolingual
s225,male,missing,monolingual
s229,NA,21,bilingual
s233,nonbinary,22,monolingual
s237,male,21,monolingual
s241,female,21,bilingual
s245,male,23,bilingual
s249,male,20,monolingual
s253,male,21,monolingual
s257,female,19,monolingual
s261,nonbinary,24,monolingual
s265,male,19,bilingual
s269,nonbinary,19,monolingual
s273,male,22,bilingual
s277,female,missing,monolingual
s281,male,23,bilingual
s285,male,19,monolingual
s289,male,20,monolingual
s293,NA,23,bilingual
s297,NA,21,monolingual
s301,male,21,bilingual
s305,male,24,monolingual
s309,male,22,monolingual
s313,male,22,monolingual
s317,male,22,monolingual
s321,male,21,monolingual
s325,male,24,monolingual
s329,male,22,bilingual
s333,female,21,monolingual
s337,female,20,bilingual
s341,NA,23,monolingual
s345,nonbinary,20,monolingual
s349,female,21,monolingual
s353,male,20,monolingual
s357,male,18,monolingual
s361,male,22,monolingual
s365,male,21,monolingual
s369,male,missing,monolingual
