subj_id,gender,age,language
s002,nonbinary,21,monolingual
s006,male,24,monolingual
s010,male,missing,monolingual
s014,male,19,monolingual
s018,female,20,monolingual
s022,male,19,monolingual
s026,male,23,bilingual
s030,male,24,monolingual
s034,male,24,monolingual
s038,female,20,bilingual
s042,male,21,monolingual
s046,male,23,bilingual
s050,male,22,monolingual
s054,male,19,monolingual
s058,nonbinary,20,monolingual
s062,male,24,monolingual
s066,female,22,monolingual
s070,nonbinary,22,bilingual
s074,male,20,monolingual
s078,male,20,monolingual
s082,male,18,bilingual
s086,NA,22,monolingual
s090,male,23,bilingual
s094,male,20,bilingual
s098,female,19,monolingual
s102,male,22,monolingual
s106,male,21,bilingual
s110,male,22,bilingual
s114,male,20,bilingual
s118,female,21,bilingual
s122,female,21,monolingual
s126,female,22,monolingual
s130,male,22,bilingual
s134,NA,22,monolingual
s138,female,20,monolingual
s142,female,22,bilingual
s146,male,20,bilingual
s150,male,18,bilingual
s154,female,18,monolingual
s158,male,22,monolingual
s162,male,21,bilingual
s166,male,22,monolingual
s170,female,26,monolingual
s174,male,19,monolingual
s178,male,20,monolingual
s182,male,24,monolingual
s186,male,21,monolingual
s190,female,missing,bilingual
s194,NA,21,bilingual
s198,male,20,monolingual
s202,male,21,bilingual
s206,male,20,bilingual
s210,female,22,monolingual
s214,male,21,monolingual
s218,male,23,monolingual
s222,nonbinary,19,monolingual
s226,male,23,bilingual
s230,female,21,monolingual
s234,female,21,monolingual
s238,male,21,monolingual
s242,female,26,bilingual
s246,female,21,monolingual
s250,male,24,monolingual
s254,female,22,monolingual
s258,male,22,monolingual
s262,male,21,monolingual
s266,male,21,monolingual
s270,male,22,monolingual
s274,female,19,monolingual
s278,male,18,monolingual
s282,male,21,monolingual
s286,male,20,monolingual
s290,male,19,monolingual
s294,male,19,monolingual
s298,NA,21,monolingual
s302,male,19,monolingual
s306,male,23,monolingual
s310,male,23,monolingual
s314,male,23,bilingual
s318,male,24,bilingual
s322,male,20,monolingual
s326,nonbinary,22,monolingual
s330,female,22,monolingual
s334,female,21,monolingual
s338,NA,19,monolingual
s342,nonbinary,20,monolingual
s346,female,20,bilingual
s350,male,20,monolingual
s354,male,21,monolingual
s358,male,21,monolingual
s362,female,23,bilingual
s366,female,23,bilingual
s370,female,19,bilingual
