subj_id,gender,age,language
s004,NA,22,monolingual
s008,female,missing,monolingual
s012,female,21,monolingual
s016,nonbinary,19,monolingual
s020,male,21,monolingual
s024,female,21,monolingual
s028,male,22,bilingual
s032,female,21,monolingual
s036,male,23,monolingual
s040,male,missing,monolingual
s044,nonbinary,19,monolingual
s048,female,22,monolingual
s052,male,19,monolingual
s056,male,23,monolingual
s060,male,20,monolingual
s064,female,19,monolingual
s068,nonbinary,21,monolingual
s072,male,23,monolingual
s076,male,20,bilingual
s080,male,19,monolingual
s084,female,22,monolingual
s088,male,20,monolingual
s092,male,22,monolingual
s096,male,22,bilingual
s100,NA,22,monolingual
s104,nonbinary,18,bilingual
s108,male,23,bilingual
s112,male,19,monolingual
s116,male,22,monolingual
s120,male,21,monolingual
s124,female,21,monolingual
s128,male,21,monolingual
s132,male,19,monolingual
s136,male,24,monolingual
s140,male,24,monolingual
s144,male,23,bilingual
s148,NA,21,bilingual
s152,NA,24,bilingual
s156,male,19,monolingual
s160,male,24,monolingual
s164,male,19,bilingual
s168,female,21,bilingual
s172,female,21,monolingual
s176,male,22,monolingual
s180,male,19,bilingual
s184,female,19,monolingual
s188,male,23,monolingual
s192,male,missing,monolingual
s196,female,22,monolingual
s200,male,21,bilingual
s204,male,19,monolingual
s208,male,20,monolingual
s212,male,23,monolingual
s216,male,21,bilingual
s220,male,18,monolingual
s224,male,20,monolingual
s228,male,18,monolingual
s232,male,19,monolingual
s236,nonbinary,20,bilingual
s240,male,19,bilingual
s244,male,21,bilingual
s248,female,22,monolingual
s252,female,26,bilingual
s256,male,21,monolingual
s260,female,22,monolingual
s264,male,19,monolingual
s268,male,20,bilingual
s272,female,20,monolingual
s276,female,20,monolingual
s280,nonbinary,23,monolingual
s284,male,24,monolingual
s288,female,22,monolingual
s292,male,23,bilingual
s296,male,22,monolingual
s300,male,21,bilingual
s304,male,20,monolingual
s308,male,20,monolingual
s312,female,19,monolingual
s316,female,21,bilingual
s320,nonbinary,25,bilingual
s324,NA,19,monolingual
s328,nonbinary,21,monolingual
s332,male,21,monolingual
s336,female,23,monolingual
s340,NA,25,bilingual
s344,female,18,monolingual
s348,male,23,bilingual
s352,female,23,monolingual
s356,male,20,bilingual
s360,male,20,bilingual
s364,male,20,monolingual
s368,male,20,monolingual
s372,male,20,monolingual
s376,male,24,monolingual
s380,male,26,monolingual
s384,male,22,monolingual
s388,nonbinary,19,bilingual
