subj_id,gender,age,language
s003,male,20,monolingual
s007,male,22,monolingual
s011,male,20,monolingual
s015,female,24,monolingual
s019,male,22,bilingual
s023,female,21,monolingual
s027,male,21,monolingual
s031,nonbinary,19,bilingual
s035,male,19,monolingual
s039,female,21,monolingual
s043,male,22,monolingual
s047,male,21,monolingual
s051,male,22,bilingual
s055,male,24,monolingual
s059,male,20,monolingual
s063,male,21,monolingual
s067,male,20,monolingual
s071,male,20,monolingual
s075,male,23,monolingual
s079,female,20,monolingual
s083,female,21,bilingual
s087,male,21,monolingual
s091,nonbinary,20,monolingual
s095,nonbinary,missing,monolingual
s099,male,20,monolingual
s103,nonbinary,22,monolingual
s107,male,22,monolingual
s111,female,21,monolingual
s115,female,23,bilingual
s119,nonbinary,21,monolingual
s123,nonbinary,22,bilingual
s127,male,20,bilingual
s131,nonbinary,19,monolingual
s135,female,19,monolingual
s139,female,24,monolingual
s143,nonbinary,19,monolingual
s147,male,21,monolingual
s151,male,20,monolingual
s155,male,21,monolingual
s159,nonbinary,21,monolingual
s163,nonbinary,21,monolingual
s167,NA,22,bilingual
s171,male,20,bilingual
s175,male,18,monolingual
s179,male,missing,bilingual
s183,female,21,monolingual
s187,female,20,monolingual
s191,male,23,bilingual
s195,female,20,bilingual
s199,NA,20,monolingual
s203,female,missing,monolingual
s207,male,20,monolingual
s211,nonbinary,23,monolingual
s215,male,20,monolingual
s219,male,23,bilingual
s223,NA,24,monolingual
s227,male,20,bilingual
s231,female,19,bilingual
s235,male,19,monolingual
s239,male,22,monolingual
s243,female,20,monolingual
s247,male,22,monolingual
s251,male,22,monolingual
s255,female,19,bilingual
s259,male,20,monolingual
s263,nonbinary,20,bilingual
s267,male,21,bilingual
s271,female,22,monolingual
s275,male,19,monolingual
s279,NA,22,monolingual
s283,male,20,monolingual
s287,male,18,bilingual
s291,female,24,bilingual
s295,male,21,bilingual
s299,female,19,monolingual
s303,male,21,monolingual
s307,female,20,bilingual
s311,male,26,bilingual
s315,male,26,monolingual
s319,female,22,bilingual
