subj_id,gender,age,language
s003,male,missing,monolingual
s007,male,22,bilingual
s011,male,20,monolingual
s015,NA,21,bilingual
s019,male,21,monolingual
s023,male,24,monolingual
s027,male,21,bilingual
s031,male,21,monolingual
s035,female,19,monolingual
s039,NA,20,monolingual
s043,male,21,monolingual
s047,male,23,bilingual
s051,male,missing,monolingual
s055,female,20,monolingual
s059,male,21,bilingual
s063,male,20,bilingual
s067,NA,20,monolingual
s071,nonbinary,24,monolingual
s075,male,23,monolingual
s079,nonbinary,21,monolingual
s083,male,21,monolingual
s087,nonbinary,22,monolingual
s091,male,missing,monolingual
s095,male,19,monolingual
s099,female,21,monolingual
s103,male,19,bilingual
s107,male,21,bilingual
s111,female,18,monolingual
s115,male,20,bilingual
s119,nonbinary,20,monolingual
s123,female,25,bilingual
s127,male,missing,monolingual
s131,female,24,monolingual
s135,male,22,monolingual
s139,male,19,monolingual
s143,NA,20,monolingual
s147,male,25,monolingual
s151,male,21,monolingual
s155,nonbinary,20,monolingual
s159,female,20,monolingual
s163,NA,21,monolingual
s167,male,missing,monolingual
s171,nonbinary,20,bilingual
s175,female,23,monolingual
s179,male,19,monolingual
s183,female,21,bilingual
s187,male,20,bilingual
s191,male,22,monolingual
s195,female,20,monolingual
s199,male,22,bilingual
s203,male,20,monolingual
s207,male,25,monolingual
s211,male,missing,monolingual
s215,nonbinary,23,bilingual
s219,male,22,bilingual
s223,male,21,monolingual
s227,male,19,monolingual
s231,female,24,bilingual
s235,female,20,monolingual
s239,nonbinary,18,monolingual
s243,male,21,bilingual
s247,male,22,monolingual
s251,male,22,monolingual
s255,male,19,bilingual
s259,male,22,bilingual
s263,male,missing,bilingual
s267,male,21,monolingual
s271,male,22,monolingual
s275,male,19,bilingual
s279,male,24,monolingual
s283,male,18,bilingual
s287,nonbinary,21,monolingual
s291,female,18,bilingual
s295,male,22,monolingual
s299,male,20,monolingual
s303,female,25,monolingual
s307,male,20,monolingual
s311,female,20,bilingual
s315,female,21,monolingual
s319,male,20,bilingual
s323,male,27,monolingual
s327,female,20,monolingual
s331,male,18,monolingual
s335,male,23,monolingual
s339,male,20,monolingual
s343,male,22,monolingual
s347,female,21,bilingual
s351,male,20,monolingual
s355,female,19,monolingual
s359,female,23,monolingual
s363,male,19,monolingual
s367,male,22,monolingual
s371,female,19,monolingual
s375,male,21,bilingual
s379,male,24,bilingual
