subj_id,gender,age,language
s001,male,22,monolingual
s005,female,24,monolingual
s009,female,22,monolingual
s013,male,19,monolingual
s017,nonbinary,21,monolingual
s021,male,21,bilingual
s025,female,21,monolingual
s029,NA,21,monolingual
s033,NA,23,monolingual
s037,female,23,bilingual
s041,NA,23,monolingual
s045,nonbinary,22,monolingual
s049,female,24,bilingual
s053,male,22,monolingual
s057,male,20,monolingual
s061,female,21,monolingual
s065,male,22,bilingual
s069,male,21,bilingual
s073,male,22,monolingual
s077,male,21,bilingual
s081,male,19,monolingual
s085,female,22,monolingual
s089,male,20,monolingual
s093,male,26,bilingual
s097,female,25,monolingual
s101,male,missing,monolingual
s105,female,20,monolingual
s109,male,22,bilingual
s113,male,20,bilingual
s117,nonbinary,21,monolingual
s121,male,20,monolingual
s125,male,19,bilingual
s129,female,21,bilingual
s133,female,21,monolingual
s137,female,23,bilingual
s141,male,22,monolingual
s145,nonbinary,19,bilingual
s149,male,22,monolingual
s153,male,23,monolingual
s157,female,19,monolingual
s161,male,18,monolingual
s165,female,21,bilingual
s169,male,24,bilingual
s173,male,24,monolingual
s177,male,21,monolingual
s181,male,21,bilingual
s185,male,22,monolingual
s189,male,24,bilingual
s193,female,19,monolingual
s197,NA,25,bilingual
s201,male,19,monolingual
s205,male,18,monolingual
s209,male,21,bilingual
s213,male,20,monolingual
s217,male,20,monolingual
s221,male,19,bilingual
s225,male,21,monolingual
s229,male,19,bilingual
s233,male,missing,monolingual
s237,male,21,monolingual
s241,male,22,bilingual
s245,female,20,bilingual
s249,female,24,monolingual
s253,male,20,bilingual
s257,NA,22,bilingual
s261,nonbinary,22,monolingual
s265,male,22,monolingual
s269,male,21,monolingual
s273,female,21,bilingual
s277,male,22,monolingual
s281,female,20,monolingual
s285,female,23,monolingual
s289,male,18,bilingual
s293,male,21,monolingual
s297,female,22,monolingual
s301,male,19,monolingual
s305,female,20,monolingual
s309,female,missing,bilingual
s313,male,missing,monolingual
s317,female,23,monolingual
s321,female,23,bilingual
s325,nonbinary,23,monolingual
s329,female,missing,monolingual
s333,male,23,monolingual
s337,male,21,monolingual
s341,male,22,monolingual
s345,male,19,monolingual
s349,male,22,monolingual
