subj_id,gender,age,language
s002,male,20,bilingual
s006,male,20,monolingual
s010,male,22,monolingual
s014,male,21,bilingual
s018,female,22,monolingual
s022,male,20,monolingual
s026,male,21,monolingual
s030,female,23,monolingual
s034,nonbinary,26,bilingual
s038,male,20,bilingual
s042,female,22,monolingual
s046,male,20,monolingual
s050,male,21,monolingual
s054,male,missing,monolingual
s058,male,20,monolingual
s062,male,22,monolingual
s066,male,21,bilingual
s070,male,21,monolingual
s074,nonbinary,23,monolingual
s078,nonbinary,19,monolingual
s082,female,24,bilingual
s086,male,19,monolingual
s090,male,22,monolingual
s094,female,24,monolingual
s098,male,21,bilingual
s102,male,22,monolingual
s106,female,23,monolingual
s110,female,20,monolingual
s114,female,25,monolingual
s118,male,23,bilingual
s122,male,22,monolingual
s126,female,19,bilingual
s130,male,missing,bilingual
s134,male,21,monolingual
s138,male,21,monolingual
s142,male,23,monolingual
s146,female,23,monolingual
s150,male,20,monolingual
s154,female,22,monolingual
s158,NA,23,bilingual
s162,female,22,monolingual
s166,male,22,bilingual
s170,female,24,monolingual
s174,female,21,monolingual
s178,male,19,bilingual
s182,male,19,monolingual
s186,female,22,monolingual
s190,nonbinary,22,monolingual
s194,female,24,monolingual
s198,male,23,bilingual
s202,male,20,monolingual
s206,nonbinary,23,monolingual
s210,female,21,bilingual
s214,male,22,monolingual
s218,male,22,monolingual
s222,nonbinary,23,monolingual
s226,nonbinary,20,monolingual
s230,nonbinary,20,monolingual
s234,nonbinary,missing,bilingual
s238,male,18,monolingual
s242,female,23,monolingual
s246,NA,25,monolingual
s250,male,21,monolingual
s254,male,22,monolingual
s258,male,20,monolingual
s262,male,20,monolingual
s266,female,21,monolingual
s270,female,22,monolingual
s274,NA,23,monolingual
s278,male,24,bilingual
s282,female,22,monolingual
s286,female,20,bilingual
s290,male,19,monolingual
s294,male,20,bilingual
s298,male,21,monolingual
s302,female,18,monolingual
s306,nonbinary,19,monolingual
s310,male,22,bilingual
s314,male,20,monolingual
s318,male,21,monolingual
s322,female,20,bilingual
s326,male,22,monolingual
s330,male,25,monolingual
s334,nonbinary,18,monolingual
s338,female,23,monolingual
s342,male,22,monolingual
s346,female,20,monolingual
s350,nonbinary,23,monolingual
