subj_id,gender,age,language
s004,nonbinary,19,bilingual
s008,male,20,monolingual
s012,female,22,monolingual
s016,female,19,monolingual
s020,male,24,monolingual
s024,male,18,monolingual
s028,female,18,bilingual
s032,female,22,monolingual
s036,female,missing,bilingual
s040,female,missing,monolingual
s044,male,19,monolingual
s048,male,23,monolingual
s052,NA,20,monolingual
s056,male,18,monolingual
s060,male,22,bilingual
s064,female,22,bilingual
s068,male,21,bilingual
s072,female,21,monolingual
s076,nonbinary,19,bilingual
s080,nonbinary,22,monolingual
s084,female,missing,monolingual
s088,nonbinary,21,monolingual
s092,male,21,monolingual
s096,female,21,bilingual
s100,male,19,monolingual
s104,male,18,monolingual
s108,female,21,bilingual
s112,male,19,bilingual
s116,male,19,bilingual
s120,female,20,monolingual
s124,male,19,monolingual
s128,male,missing,monolingual
s132,male,22,monolingual
s136,female,22,monolingual
s140,male,21,monolingual
s144,female,21,monolingual
s148,nonbinary,22,bilingual
s152,male,20,monolingual
s156,male,20,monolingual
s160,male,21,bilingual
s164,male,22,monolingual
s168,female,20,bilingual
s172,nonbinary,19,bilingual
s176,female,20,monolingual
s180,male,missing,monolingual
s184,male,20,bilingual
s188,female,21,monolingual
s192,nonbinary,22,monolingual
s196,male,21,monolingual
s200,female,23,bilingual
s204,female,20,monolingual
s208,male,19,monolingual
s212,female,22,monolingual
s216,nonbinary,22,monolingual
s220,male,19,monolingual
s224,female,21,monolingual
s228,male,21,monolingual
s232,male,20,monolingual
s236,male,21,monolingual
s240,female,21,monolingual
s244,male,22,monolingual
s248,male,missing,monolingual
s252,female,20,monolingual
s256,female,20,monolingual
s260,male,24,monolingual
s264,female,24,monolingual
s268,male,20,monolingual
s272,female,missing,monolingual
s276,female,20,bilingual
s280,female,20,bilingual
s284,male,22,monolingual
s288,male,21,bilingual
s292,male,23,monolingual
s296,female,20,monolingual
s300,nonbinary,19,monolingual
s304,male,19,monolingual
s308,male,19,monolingual
s312,female,21,monolingual
s316,female,23,bilingual
s320,male,21,monolingual
s324,female,22,bilingual
s328,male,25,monolingual
s332,male,19,monolingual
s336,male,21,monolingual
s340,female,19,monolingual
s344,female,19,monolingual
s348,male,24,monolingual
s352,male,22,bilingual
s356,female,20,monolingual
s360,male,20,monolingual
s364,female,20,bilingual
s368,NA,missing,bilingual
s372,male,21,monolingual
s376,nonbinary,25,monolingual
s380,male,19,bilingual
s384,male,21,monolingual
s388,male,23,bilingual
