subj_id,gender,age,language
s003,nonbinary,19,monolingual
s007,female,19,monolingual
s011,female,20,bilingual
s015,NA,22,bilingual
s019,male,21,monolingual
s023,male,24,bilingual
s027,male,20,monolingual
s031,male,21,bilingual
s035,female,20,monolingual
s039,male,21,monolingual
s043,male,24,monolingual
s047,male,19,monolingual
s051,male,20,monolingual
s055,male,22,bilingual
s059,male,22,monolingual
s063,nonbinary,23,monolingual
s067,female,22,monolingual
s071,female,21,monolingual
s075,female,missing,monolingual
s079,male,21,bilingual
s083,female,21,monolingual
s087,male,21,monolingual
s091,male,22,monolingual
s095,male,26,bilingual
s099,male,20,monolingual
s103,male,24,bilingual
s107,male,23,bilingual
s111,male,19,monolingual
s115,male,23,monolingual
s119,male,missing,monolingual
s123,female,21,monolingual
s127,male,23,monolingual
s131,female,missing,monolingual
s135,male,21,bilingual
s139,male,20,bilingual
s143,male,20,monolingual
s147,male,22,monolingual
s151,male,22,monolingual
s155,female,20,monolingual
s159,male,20,monolingual
s163,nonbinary,21,bilingual
s167,NA,18,bilingual
s171,NA,20,monolingual
s175,nonbinary,26,bilingual
s179,male,22,monolingual
s183,NA,22,monolingual
s187,male,27,bilingual
s191,male,missing,monolingual
s195,NA,21,bilingual
s199,male,20,bilingual
s203,male,21,monolingual
s207,male,20,monolingual
s211,nonbinary,20,monolingual
s215,male,21,monolingual
s219,male,19,monolingual
s223,female,22,monolingual
s227,male,23,bilingual
s231,male,22,monolingual
s235,male,23,monolingual
s239,male,22,monolingual
s243,female,missing,monolingual
s247,female,19,bilingual
s251,male,22,monolingual
s255,male,20,bilingual
s259,male,22,monolingual
s263,male,21,monolingual
s267,female,21,monolingual
s271,NA,22,monolingual
s275,female,20,monolingual
s279,male,20,monolingual
s283,male,19,monolingual
s287,male,18,bilingual
s291,female,20,monolingual
s295,male,19,bilingual
s299,male,20,monolingual
s303,male,19,monolingual
s307,NA,18,monolingual
s311,male,21,bilingual
s315,female,20,monolingual
s319,male,21,monolingual
s323,NA,23,monolingual
s327,male,25,monolingual
s331,female,23,monolingual
s335,male,20,monolingual
s339,female,20,monolingual
s343,male,23,monolingual
s347,male,20,monolingual
s351,female,22,monolingual
s355,male,22,bilingual
s359,male,19,monolingual
s363,male,20,monolingual
s367,male,21,monolingual
s371,male,missing,monolingual
s375,male,24,monolingual
s379,male,missing,monolingual
s383,male,22,bilingual
s387,male,20,monolingual
s391,female,22,bilingual
