subj_id,gender,age,language
s002,male,22,bilingual
s006,nonbinary,19,bilingual
s010,male,21,monolingual
s014,female,19,monolingual
s018,female,20,monolingual
s022,male,20,monolingual
s026,NA,20,monolingual
s030,male,19,monolingual
s034,female,19,monolingual
s038,female,missing,monolingual
s042,male,22,monolingual
s046,NA,21,monolingual
s050,male,20,monolingual
s054,male,20,monolingual
s058,male,19,bilingual
s062,male,21,monolingual
s066,male,20,monolingual
s070,male,missing,monolingual
s074,male,22,monolingual
s078,male,20,monolingual
s082,male,20,bilingual
s086,male,missing,monolingual
s090,male,21,monolingual
s094,male,21,monolingual
s098,male,21,monolingual
s102,male,20,monolingual
s106,female,22,bilingual
s110,female,22,monolingual
s114,female,23,monolingual
s118,female,20,bilingual
s122,nonbinary,20,monolingual
s126,male,20,monolingual
s130,nonbinary,18,monolingual
s134,male,20,monolingual
s138,female,21,monolingual
s142,male,23,monolingual
s146,male,22,monolingual
s150,female,19,monolingual
s154,male,22,monolingual
s158,male,21,monolingual
s162,male,18,monolingual
s166,female,19,bilingual
s170,male,19,bilingual
s174,male,22,monolingual
s178,male,23,monolingual
s182,male,20,monolingual
s186,female,22,monolingual
s190,male,20,monolingual
s194,male,20,bilingual
s198,male,21,monolingual
s202,nonbinary,21,monolingual
s206,nonbinary,19,bilingual
s210,female,21,monolingual
s214,NA,23,bilingual
s218,male,22,bilingual
s222,male,20,bilingual
s226,male,22,monolingual
s230,male,missing,bilingual
s234,nonbinary,23,monolingual
s238,male,20,monolingual
s242,female,19,monolingual
s246,female,18,monolingual
s250,female,21,bilingual
s254,male,21,monolingual
s258,female,21,bilingual
s262,female,22,monolingual
s266,female,23,monolingual
s270,nonbinary,23,monolingual
s274,female,20,bilingual
s278,female,missing,monolingual
s282,male,22,monolingual
s286,male,20,monolingual
s290,female,21,monolingual
s294,male,23,monolingual
s298,female,24,bilingual
s302,male,19,monolingual
s306,female,22,monolingual
s310,female,20,monolingual
s314,male,20,monolingual
s318,male,21,bilingual
s322,female,20,monolingual
s326,male,18,monolingual
s330,female,19,bilingual
s334,female,22,monolingual
s338,male,21,monolingual
s342,male,23,monolingual
s346,male,21,monolingual
s350,nonbinary,21,monolingual
s354,nonbinary,20,monolingual
s358,nonbinary,24,bilingual
s362,nonbinary,19,bilingual
s366,female,21,monolingual
s370,male,23,monolingual
