subj_id,gender,age,language
s004,male,21,monolingual
s008,female,20,monolingual
s012,male,26,bilingual
s016,male,21,monolingual
s020,male,21,monolingual
s024,male,21,monolingual
s028,male,22,monolingual
s032,male,20,monolingual
s036,nonbinary,22,monolingual
s040,male,19,monolingual
s044,NA,21,monolingual
s048,male,23,bilingual
s052,female,21,monolingual
s056,male,19,monolingual
s060,female,20,monolingual
s064,female,22,monolingual
s068,male,24,monolingual
s072,male,missing,monolingual
s076,female,20,monolingual
s080,female,19,monolingual
s084,male,23,monolingual
s088,male,19,monolingual
s092,male,18,monolingual
s096,NA,22,monolingual
s100,male,20,monolingual
s104,male,20,monolingual
s108,male,20,bilingual
s112,male,20,monolingual
s116,male,20,bilingual
s120,male,21,monolingual
s124,male,missing,monolingual
s128,male,22,bilingual
s132,female,19,monolingual
s136,male,21,bilingual
s140,female,21,bilingual
s144,male,21,monolingual
s148,male,20,bilingual
s152,female,missing,monolingual
s156,male,21,monolingual
s160,NA,22,monolingual
s164,male,20,monolingual
s168,male,23,bilingual
s172,male,20,monolingual
s176,male,23,monolingual
s180,female,22,monolingual
s184,female,21,monolingual
s188,male,23,monolingual
s192,male,24,monolingual
s196,NA,21,bilingual
s200,nonbinary,20,bilingual
s204,nonbinary,20,monolingual
s208,female,22,monolingual
s212,female,19,monolingual
s216,male,23,monolingual
s220,NA,20,bilingual
s224,NA,21,monolingual
s228,nonbinary,21,monolingual
s232,female,20,monolingual
s236,male,24,monolingual
s240,male,21,monolingual
s244,nonbinary,21,monolingual
s248,male,20,bilingual
s252,male,22,monolingual
s256,female,20,monolingual
s260,male,20,monolingual
s264,male,21,monolingual
s268,female,19,monolingual
s272,male,22,monolingual
s276,male,21,monolingual
s280,female,20,monolingual
s284,male,21,monolingual
s288,male,21,bilingual
s292,male,21,monolingual
s296,male,20,monolingual
s300,female,21,monolingual
s304,NA,25,monolingual
s308,male,19,monolingual
s312,female,21,monolingual
