subj_id,gender,age,language
s002,female,24,monolingual
s006,male,20,monolingual
s010,female,19,monolingual
s014,male,21,bilingual
s018,male,18,monolingual
s022,female,22,bilingual
s026,male,21,monolingual
s030,male,19,bilingual
s034,male,22,bilingual
s038,male,23,bilingual
s042,male,21,monolingual
s046,female,20,bilingual
s050,female,21,monolingual
s054,male,25,monolingual
s058,male,missing,bilingual
s062,male,23,monolingual
s066,male,19,monolingual
s070,female,21,monolingual
s074,male,19,monolingual
s078,male,19,monolingual
s082,nonbinary,20,bilingual
s086,male,18,monolingual
s090,female,25,bilingual
s094,male,21,monolingual
s098,female,20,monolingual
s102,male,20,monolingual
s106,female,21,monolingual
s110,male,19,bilingual
s114,male,22,monolingual
s118,male,21,bilingual
s122,female,21,monolingual
s126,female,18,bilingual
s130,male,19,monolingual
s134,female,18,bilingual
s138,female,20,monolingual
s142,male,18,bilingual
s146,female,21,monolingual
s150,male,23,monolingual
s154,female,24,monolingual
s158,male,22,monolingual
s162,male,20,monolingual
s166,female,22,monolingual
s170,male,23,bilingual
s174,male,20,monolingual
s178,male,19,monolingual
s182,male,20,monolingual
s186,female,23,bilingual
s190,nonbinary,21,monolingual
s194,male,21,monolingual
s198,female,19,monolingual
s202,nonbinary,21,monolingual
s206,female,22,monolingual
s210,male,21,monolingual
s214,nonbinary,21,bilingual
s218,male,19,monolingual
s222,male,21,monolingual
s226,male,22,monolingual
s230,female,24,monolingual
s234,male,20,bilingual
s238,nonbinary,18,monolingual
s242,male,21,bilingual
s246,male,19,bilingual
s250,male,21,monolingual
s254,male,missing,bilingual
s258,nonbinary,23,monolingual
s262,female,19,monolingual
s266,male,22,monolingual
s270,male,23,monolingual
s274,male,19,monolingual
s278,male,18,monolingual
s282,male,23,bilingual
s286,female,18,monolingual
s290,male,21,monolingual
s294,male,23,monolingual
s298,male,19,monolingual
s302,female,20,monolingual
s306,male,missing,monolingual
s310,male,18,monolingual
