subj_id,gender,age,language
s003,nonbinary,20,bilingual
s007,NA,20,bilingual
s011,male,19,monolingual
s015,male,23,bilingual
s019,female,24,monolingual
s023,female,20,monolingual
s027,male,21,monolingual
s031,NA,26,bilingual
s035,female,21,monolingual
s039,male,19,monolingual
s043,male,24,bilingual
s047,male,24,monolingual
s051,male,23,bilingual
s055,male,20,monolingual
s059,male,21,monolingual
s063,male,19,monolingual
s067,male,22,bilingual
s071,male,21,monolingual
s075,male,21,monolingual
s079,nonbinary,20,bilingual
s083,male,21,monolingual
s087,female,19,monolingual
s091,male,22,monolingual
s095,female,21,monolingual
s099,male,21,bilingual
s103,female,22,monolingual
s107,male,21,bilingual
s111,male,23,bilingual
s115,NA,missing,monolingual
s119,male,21,monolingual
s123,female,21,monolingual
s127,male,21,bilingual
s131,male,20,bilingual
s135,male,24,monolingual
s139,female,22,monolingual
s143,male,22,monolingual
s147,male,missing,bilingual
s151,female,24,monolingual
s155,female,22,bilingual
s159,male,21,bilingual
s163,nonbinary,24,monolingual
s167,male,22,monolingual
s171,female,22,bilingual
s175,female,18,monolingual
s179,female,19,monolingual
s183,female,21,bilingual
s187,male,21,bilingual
s191,male,missing,monolingual
s195,female,20,monolingual
s199,nonbinary,21,bilingual
s203,male,22,bilingual
s207,NA,21,bilingual
s211,male,19,monolingual
s215,male,20,bilingual
s219,male,19,monolingual
s223,female,missing,monolingual
s227,nonbinary,23,monolingual
s231,female,20,monolingual
s235,female,18,bilingual
s239,male,21,monolingual
s243,female,19,bilingual
s247,female,22,monolingual
s251,nonbinary,21,bilingual
s255,female,18,monolingual
s259,male,18,monolingual
s263,female,19,bilingual
s267,male,23,monolingual
s271,nonbinary,20,monolingual
s275,female,20,monolingual
s279,male,21,bilingual
s283,female,20,bilingual
s287,male,21,bilingual
s291,male,21,monolingual
s295,male,20,bilingual
s299,male,missing,monolingual
s303,male,19,bilingual
s307,NA,27,bilingual
s311,female,20,monolingual
