subj_id,gender,age,language
s002,NA,23,monolingual
s006,female,25,monolingual
s010,male,20,monolingual
s014,nonbinary,20,bilingual
s018,nonbinary,23,bilingual
s022,female,21,monolingual
s026,male,20,bilingual
s030,female,21,monolingual
s034,male,20,bilingual
s038,male,23,monolingual
s042,male,23,bilingual
s046,nonbinary,24,monolingual
s050,male,20,monolingual
s054,male,21,monolingual
s058,male,21,monolingual
s062,male,22,monolingual
s066,male,19,monolingual
s070,male,18,monolingual
s074,male,19,bilingual
s078,male,22,monolingual
s082,male,19,bilingual
s086,female,21,bilingual
s090,male,20,bilingual
s094,male,22,monolingual
s098,male,22,monolingual
s102,male,22,monolingual
s106,male,24,monolingual
s110,male,21,monolingual
s114,male,22,bilingual
s118,nonbinary,24,bilingual
s122,male,21,monolingual
s126,female,19,monolingual
s130,male,20,bilingual
s134,male,19,monolingual
s138,NA,22,monolingual
s142,female,missing,monolingual
s146,male,23,monolingual
s150,male,21,monolingual
s154,female,21,monolingual
s158,male,20,monolingual
s162,male,21,bilingual
s166,NA,19,bilingual
s170,nonbinary,missing,monolingual
s174,NA,20,monolingual
s178,male,18,monolingual
s182,male,21,monolingual
s186,male,20,bilingual
s190,male,19,monolingual
s194,male,19,monolingual
s198,male,22,monolingual
s202,male,21,monolingual
s206,male,20,monolingual
s210,nonbinary,18,bilingual
s214,male,20,bilingual
s218,female,20,monolingual
s222,male,19,bilingual
s226,male,19,monolingual
s230,male,23,monolingual
s234,female,19,monolingual
s238,male,23,monolingual
s242,nonbinary,20,bilingual
s246,male,22,monolingual
s250,male,19,monolingual
s254,female,20,monolingual
s258,male,24,bilingual
s262,male,25,monolingual
s266,nonbinary,22,monolingual
s270,male,20,monolingual
s274,male,19,bilingual
s278,female,21,monolingual
s282,nonbinary,21,monolingual
s286,male,21,monolingual
s290,male,23,monolingual
s294,female,23,monolingual
s298,male,21,monolingual
s302,male,20,monolingual
s306,female,20,bilingual
s310,female,20,bilingual
s314,male,24,monolingual
s318,male,20,monolingual
s322,female,22,bilingual
s326,female,21,monolingual
s330,female,20,monolingual
s334,male,20,monolingual
s338,male,20,bilingual
s342,female,21,monolingual
s346,female,22,bilingual
s350,male,20,monolingual
s354,male,20,monolingual
s358,female,23,monolingual
s362,male,22,monolingual
s366,male,24,monolingual
s370,male,24,monolingual
s374,nonbinary,19,monolingual
s378,male,25,monolingual
s382,female,20,monolingual
s386,male,21,monolingual
s390,female,missing,monolingual
