subj_id,gender,age,language
s004,male,22,monolingual
s008,male,22,monolingual
s012,female,19,monolingual
s016,male,20,monolingual
s020,nonbinary,missing,bilingual
s024,female,20,monolingual
s028,female,20,bilingual
s032,nonbinary,22,bilingual
s036,nonbinary,20,monolingual
s040,male,18,monolingual
s044,female,22,monolingual
s048,female,21,monolingual
s052,nonbinary,21,monolingual
s056,female,missing,monolingual
s060,female,21,monolingual
s064,nonbinary,20,bilingual
s068,male,20,monolingual
s072,nonbinary,missing,monolingual
s076,female,21,monolingual
s080,female,19,monolingual
s084,female,23,monolingual
s088,male,22,bilingual
s092,female,21,monolingual
s096,female,missing,monolingual
s100,female,24,monolingual
s104,male,24,bilingual
s108,NA,missing,monolingual
s112,male,23,monolingual
s116,male,19,bilingual
s120,male,19,bilingual
s124,male,19,monolingual
s128,male,21,bilingual
s132,female,22,monolingual
s136,male,21,monolingual
s140,male,19,bilingual
s144,male,22,monolingual
s148,male,20,monolingual
s152,male,19,monolingual
s156,male,21,monolingual
s160,nonbinary,19,monolingual
s164,male,21,monolingual
s168,female,24,monolingual
s172,female,21,bilingual
s176,male,21,monolingual
s180,female,19,monolingual
s184,female,21,monolingual
s188,male,22,monolingual
s192,male,20,bilingual
s196,male,24,bilingual
s200,male,19,bilingual
s204,nonbinary,23,bilingual
s208,male,22,monolingual
s212,nonbinary,21,bilingual
s216,nonbinary,22,monolingual
s220,nonbinary,23,monolingual
s224,nonbinary,22,bilingual
s228,male,19,monolingual
s232,male,20,bilingual
s236,nonbinary,20,bilingual
s240,male,missing,monolingual
s244,male,21,bilingual
s248,male,21,monolingual
s252,female,20,bilingual
s256,female,20,monolingual
s260,nonbinary,19,monolingual
s264,male,20,bilingual
s268,female,22,monolingual
s272,nonbinary,20,monolingual
s276,male,19,monolingual
s280,male,20,monolingual
s284,male,20,monolingual
s288,female,20,bilingual
s292,male,21,monolingual
s296,male,22,bilingual
s300,male,23,monolingual
s304,female,23,monolingual
s308,male,21,monolingual
s312,male,20,monolingual
s316,female,23,bilingual
s320,male,22,bilingual
s324,male,22,monolingual
s328,nonbinary,22,monolingual
s332,male,22,monolingual
s336,male,21,monolingual
s340,nonbinary,19,monolingual
s344,male,24,monolingual
s348,male,20,monolingual
s352,NA,19,bilingual
s356,male,19,monolingual
s360,male,19,bilingual
s364,female,21,bilingual
s368,male,20,monolingual
s372,female,22,monolingual
s376,male,20,monolingual
s380,male,18,monolingual
s384,female,24,bilingual
s388,male,22,monolingual
s392,male,19,monolingual
s396,male,22,bilingual
