subj_id,gender,age,language
s004,male,20,monolingual
s008,nonbinary,19,monolingual
s012,NA,20,monolingual
s016,female,22,bilingual
s020,male,22,monolingual
s024,nonbinary,22,monolingual
s028,nonbinary,21,bilingual
s032,male,23,monolingual
s036,male,21,monolingual
s040,male,23,monolingual
s044,male,23,bilingual
s048,male,20,monolingual
s052,male,21,monolingual
s056,female,19,monolingual
s060,NA,22,monolingual
s064,male,24,monolingual
s068,female,22,monolingual
s072,female,21,monolingual
s076,male,21,bilingual
s080,male,25,monolingual
s084,male,24,bilingual
s088,male,22,bilingual
s092,male,20,bilingual
s096,male,19,bilingual
s100,NA,19,bilingual
s104,male,18,bilingual
s108,male,23,bilingual
s112,male,20,monolingual
s116,male,21,monolingual
s120,male,19,monolingual
s124,female,18,monolingual
s128,male,20,monolingual
s132,male,22,monolingual
s136,male,24,bilingual
s140,female,missing,bilingual
s144,male,21,bilingual
s148,male,21,bilingual
s152,female,20,monolingual
s156,male,22,monolingual
s160,male,missing,bilingual
s164,NA,21,monolingual
s168,female,21,monolingual
s172,female,21,bilingual
s176,female,22,bilingual
s180,male,missing,monolingual
s184,female,19,monolingual
s188,male,24,monolingual
s192,NA,24,monolingual
s196,female,22,bilingual
s200,nonbinary,21,monolingual
s204,female,missing,bilingual
s208,female,20,monolingual
s212,male,21,monolingual
s216,nonbinary,missing,monolingual
s220,female,22,monolingual
s224,NA,20,monolingual
s228,female,21,bilingual
s232,male,20,bilingual
s236,male,19,bilingual
s240,female,19,bilingual
s244,male,22,monolingual
s248,NA,22,bilingual
s252,female,21,monolingual
s256,male,24,bilingual
s260,male,21,bilingual
s264,female,missing,bilingual
s268,male,20,monolingual
s272,male,21,monolingual
s276,male,19,bilingual
s280,male,19,monolingual
s284,female,19,monolingual
s288,female,21,bilingual
s292,female,22,monolingual
s296,female,23,monolingual
s300,male,22,monolingual
s304,male,21,monolingual
s308,male,25,monolingual
s312,male,22,monolingual
s316,male,23,bilingual
s320,nonbinary,22,monolingual
s324,female,22,monolingual
s328,nonbinary,21,monolingual
s332,female,20,bilingual
s336,female,19,monolingual
s340,male,20,monolingual
s344,nonbinary,22,bilingual
s348,female,23,monolingual
s352,female,20,bilingual
s356,male,24,bilingual
s360,male,22,monolingual
