subj_id,gender,age,language
s004,male,20,monolingual
s008,NA,21,monolingual
s012,NA,20,bilingual
s016,female,21,monolingual
s020,female,22,monolingual
s024,male,22,monolingual
s028,nonbinary,19,monolingual
s032,female,24,bilingual
s036,male,24,monolingual
s040,male,20,monolingual
s044,NA,20,monolingual
s048,NA,23,monolingual
s052,NA,23,monolingual
s056,male,20,monolingual
s060,male,23,monolingual
s064,male,20,monolingual
s068,male,19,monolingual
s072,male,missing,bilingual
s076,female,25,bilingual
s080,female,22,bilingual
s084,male,21,monolingual
s088,male,21,bilingual
s092,male,22,bilingual
s096,male,18,monolingual
s100,male,19,bilingual
s104,male,29,bilingual
s108,female,19,monolingual
s112,male,21,bilingual
s116,female,20,monolingual
s120,male,19,monolingual
s124,female,20,monolingual
s128,male,19,monolingual
s132,female,20,bilingual
s136,male,20,monolingual
s140,male,23,monolingual
s144,male,20,monolingual
s148,male,20,monolingual
s152,nonbinary,20,bilingual
s156,female,19,monolingual
s160,female,19,bilingual
s164,male,20,monolingual
s168,female,21,monolingual
s172,male,21,monolingual
s176,nonbinary,26,monolingual
s180,nonbinary,21,monolingual
s184,female,21,monolingual
s188,female,21,monolingual
s192,NA,22,monolingual
s196,female,18,monolingual
s200,female,23,monolingual
s204,female,20,monolingual
s208,male,21,bilingual
s212,male,19,monolingual
s216,male,21,monolingual
s220,male,22,bilingual
s224,male,23,monolingual
s228,male,20,monolingual
s232,male,22,monolingual
s236,nonbinary,21,bilingual
s240,female,23,bilingual
s244,female,23,bilingual
s248,female,missing,monolingual
s252,female,26,monolingual
s256,male,22,monolingual
s260,male,22,monolingual
s264,female,21,bilingual
s268,male,20,monolingual
s272,male,22,bilingual
s276,female,22,bilingual
s280,male,18,monolingual
s284,NA,21,monolingual
s288,female,21,bilingual
s292,male,24,bilingual
s296,NA,23,monolingual
s300,male,22,monolingual
s304,male,20,monolingual
s308,male,21,bilingual
s312,female,20,bilingual
s316,female,20,monolingual
s320,NA,22,monolingual
s324,nonbinary,missing,monolingual
s328,male,22,bilingual
s332,female,21,monolingual
s336,male,23,bilingual
s340,male,19,monolingual
s344,male,24,bilingual
s348,female,19,monolingual
s352,male,24,monolingual
s356,male,18,bilingual
s360,female,22,bilingual
s364,male,missing,bilingual
s368,male,25,monolingual
s372,nonbinary,20,monolingual
s376,male,20,bilingual
s380,female,21,monolingual
s384,male,20,monolingual
s388,female,21,bilingual
