subj_id,gender,age,language
s002,nonbinary,25,monolingual
s006,female,19,monolingual
s010,male,20,bilingual
s014,male,20,monolingual
s018,male,21,bilingual
s022,female,22,monolingual
s026,male,missing,bilingual
s030,male,23,bilingual
s034,male,22,monolingual
s038,female,19,bilingual
s042,nonbinary,20,monolingual
s046,female,22,monolingual
s050,male,21,monolingual
s054,male,20,bilingual
s058,female,missing,monolingual
s062,male,23,bilingual
s066,female,21,monolingual
s070,male,20,monolingual
s074,female,20,monolingual
s078,male,21,monolingual
s082,female,20,monolingual
s086,male,missing,monolingual
s090,male,21,monolingual
s094,male,23,monolingual
s098,female,19,monolingual
s102,female,19,bilingual
s106,male,22,monolingual
s110,female,19,monolingual
s114,male,20,monolingual
s118,male,19,bilingual
s122,male,21,monolingual
s126,female,21,monolingual
s130,male,19,bilingual
s134,male,20,monolingual
s138,female,20,monolingual
s142,female,22,bilingual
s146,male,22,monolingual
s150,male,20,bilingual
s154,male,20,monolingual
s158,female,20,monolingual
s162,nonbinary,missing,monolingual
s166,nonbinary,22,monolingual
s170,nonbinary,22,bilingual
s174,female,20,bilingual
s178,male,20,monolingual
s182,male,24,bilingual
s186,male,20,monolingual
s190,male,20,monolingual
s194,male,missing,bilingual
s198,male,22,bilingual
s202,female,23,bilingual
s206,female,19,bilingual
s210,male,22,bilingual
s214,male,20,monolingual
s218,male,21,bilingual
s222,male,22,bilingual
s226,nonbinary,20,bilingual
s230,male,missing,bilingual
s234,male,22,monolingual
s238,NA,21,monolingual
s242,male,23,monolingual
s246,female,21,monolingual
s250,female,25,monolingual
s254,male,19,bilingual
s258,female,22,monolingual
s262,male,22,monolingual
s266,male,19,monolingual
s270,male,23,bilingual
s274,female,22,bilingual
s278,female,20,monolingual
s282,male,22,monolingual
s286,female,23,monolingual
s290,female,21,bilingual
s294,male,22,monolingual
s298,female,20,monolingual
s302,female,20,monolingual
s306,nonbinary,22,bilingual
s310,male,19,monolingual
s314,NA,23,bilingual
s318,female,20,monolingual
s322,male,22,monolingual
s326,nonbinary,21,bilingual
s330,male,23,monolingual
s334,male,21,monolingual
s338,male,20,monolingual
s342,male,22,monolingual
s346,male,20,monolingual
s350,nonbinary,21,monolingual
