subj_id,gender,age,language
s002,male,21,bilingual
s006,male,23,monolingual
s010,female,19,monolingual
s014,female,22,bilingual
s018,male,24,bilingual
s022,female,22,bilingual
s026,male,22,monolingual
s030,male,23,monolingual
s034,male,21,monolingual
s038,male,20,bilingual
s042,male,21,monolingual
s046,male,20,monolingual
s050,male,19,monolingual
s054,male,20,monolingual
s058,NA,25,monolingual
s062,female,21,monolingual
s066,female,19,monolingual
s070,male,18,monolingual
s074,female,21,monolingual
s078,male,21,monolingual
s082,male,20,monolingual
s086,female,21,bilingual
s090,nonbinary,19,bilingual
s094,female,21,monolingual
s098,male,21,bilingual
s102,male,20,monolingual
s106,NA,23,monolingual
s110,female,24,bilingual
s114,male,21,bilingual
s118,male,23,monolingual
s122,male,18,monolingual
s126,male,missing,monolingual
s130,female,22,monolingual
s134,male,23,bilingual
s138,NA,20,monolingual
s142,male,21,bilingual
s146,male,18,monolingual
s150,male,23,monolingual
s154,male,21,monolingual
s158,male,20,monolingual
s162,nonbinary,19,monolingual
s166,male,20,monolingual
s170,male,23,bilingual
s174,NA,20,monolingual
s178,male,24,bilingual
s182,female,22,monolingual
s186,female,20,bilingual
s190,male,19,bilingual
s194,female,missing,monolingual
s198,male,20,monolingual
s202,male,19,monolingual
s206,male,22,bilingual
s210,female,22,monolingual
s214,male,22,monolingual
s218,male,22,bilingual
s222,male,19,monolingual
s226,nonbinary,22,monolingual
s230,male,21,monolingual
s234,male,23,monolingual
s238,male,18,monolingual
s242,female,22,monolingual
s246,male,missing,monolingual
s250,male,21,bilingual
s254,nonbinary,missing,monolingual
s258,male,21,bilingual
s262,female,19,monolingual
s266,male,19,monolingual
s270,female,19,monolingual
s274,male,21,bilingual
s278,male,20,monolingual
s282,female,19,monolingual
s286,male,23,monolingual
s290,nonbinary,20,monolingual
s294,male,21,monolingual
s298,male,24,bilingual
s302,female,22,bilingual
s306,male,22,monolingual
s310,male,19,monolingual
s314,male,22,monolingual
s318,male,21,bilingual
s322,female,19,monolingual
s326,male,20,monolingual
s330,male,18,monolingual
s334,male,22,bilingual
s338,male,20,monolingual
s342,male,20,monolingual
s346,male,20,monolingual
s350,female,22,monolingual
s354,NA,21,monolingual
