subj_id,gender,age,language
s002,female,20,bilingual
s006,male,20,bilingual
s010,male,missing,monolingual
s014,male,19,monolingual
s018,male,19,bilingual
s022,male,19,monolingual
s026,female,missing,bilingual
s030,nonbinary,19,bilingual
s034,nonbinary,22,monolingual
s038,male,19,monolingual
s042,NA,22,monolingual
s046,male,21,monolingual
s050,male,22,monolingual
s054,male,21,monolingual
s058,male,19,bilingual
s062,female,21,bilingual
s066,nonbinary,22,monolingual
s070,female,20,bilingual
s074,female,25,bilingual
s078,male,20,monolingual
s082,male,20,monolingual
s086,female,25,monolingual
s090,nonbinary,19,monolingual
s094,male,22,monolingual
s098,female,missing,monolingual
s102,male,20,bilingual
s106,female,22,bilingual
s110,male,19,monolingual
s114,female,19,monolingual
s118,female,19,monolingual
s122,NA,21,monolingual
s126,male,19,bilingual
s130,female,19,monolingual
s134,male,18,monolingual
s138,male,missing,bilingual
s142,male,21,bilingual
s146,NA,25,monolingual
s150,female,20,bilingual
s154,male,20,monolingual
s158,male,22,bilingual
s162,female,21,bilingual
s166,female,20,monolingual
s170,nonbinary,22,monolingual
s174,male,missing,bilingual
s178,male,19,monolingual
s182,male,19,monolingual
s186,nonbinary,20,monolingual
s190,female,22,monolingual
s194,male,22,monolingual
s198,male,24,monolingual
s202,female,23,monolingual
s206,female,21,bilingual
s210,male,22,bilingual
s214,female,21,bilingual
s218,male,20,monolingual
s222,male,21,monolingual
s226,male,20,monolingual
s230,male,missing,monolingual
s234,male,21,monolingual
s238,male,20,bilingual
s242,female,22,bilingual
s246,female,21,monolingual
s250,male,23,bilingual
s254,female,missing,monolingual
s258,female,24,monolingual
s262,male,20,monolingual
s266,male,20,monolingual
s270,male,21,monolingual
s274,male,18,bilingual
s278,male,20,monolingual
s282,nonbinary,23,monolingual
s286,female,21,bilingual
s290,female,20,bilingual
s294,male,18,bilingual
s298,male,20,monolingual
s302,male,22,bilingual
s306,female,20,monolingual
s310,male,20,bilingual
s314,male,20,bilingual
s318,male,24,bilingual
s322,male,24,bilingual
s326,male,18,bilingual
s330,male,22,monolingual
s334,male,21,monolingual
s338,female,19,bilingual
s342,female,20,bilingual
s346,male,21,bilingual
s350,male,22,bilingual
s354,male,18,bilingual
