subj_id,gender,age,language
s003,male,21,monolingual
s007,female,21,monolingual
s011,male,19,monolingual
s015,male,21,bilingual
s019,male,20,monolingual
s023,male,29,bilingual
s027,female,21,monolingual
s031,male,19,monolingual
s035,male,19,monolingual
s039,male,21,monolingual
s043,male,22,monolingual
s047,female,22,monolingual
s051,female,22,monolingual
s055,female,23,monolingual
s059,male,23,monolingual
s063,male,24,monolingual
s067,male,20,bilingual
s071,female,24,monolingual
s075,nonbinary,21,monolingual
s079,female,19,bilingual
s083,female,23,monolingual
s087,NA,24,monolingual
s091,nonbinary,24,monolingual
s095,male,20,monolingual
s099,male,22,monolingual
s103,male,20,monolingual
s107,male,19,monolingual
s111,female,18,monolingual
s115,male,23,monolingual
s119,male,21,monolingual
s123,nonbinary,24,monolingual
s127,female,20,monolingual
s131,female,24,monolingual
s135,female,20,bilingual
s139,male,19,monolingual
s143,female,21,monolingual
s147,female,missing,monolingual
s151,male,19,monolingual
s155,NA,18,monolingual
s159,female,25,monolingual
s163,female,20,monolingual
s167,male,21,monolingual
s171,female,23,monolingual
s175,male,21,bilingual
s179,male,22,monolingual
s183,male,20,monolingual
s187,male,19,monolingual
s191,female,21,bilingual
s195,male,20,bilingual
s199,male,21,monolingual
s203,female,20,monolingual
s207,male,19,monolingual
s211,female,21,monolingual
s215,male,23,bilingual
s219,NA,23,monolingual
s223,male,22,monolingual
s227,female,22,monolingual
s231,nonbinary,20,monolingual
s235,NA,21,monolingual
s239,male,25,monolingual
s243,NA,20,monolingual
s247,female,22,bilingual
s251,male,20,monolingual
s255,female,20,bilingual
s259,female,24,monolingual
s263,male,19,monolingual
s267,female,missing,monolingual
s271,male,21,bilingual
s275,male,20,monolingual
s279,male,21,monolingual
s283,male,23,bilingual
s287,nonbinary,22,monolingual
s291,male,19,monolingual
s295,male,21,bilingual
s299,male,23,monolingual
s303,male,22,bilingual
s307,male,21,monolingual
s311,female,23,monolingual
s315,male,27,monolingual
s319,female,20,bilingual
s323,NA,21,bilingual
s327,male,23,monolingual
s331,male,21,bilingual
s335,male,21,monolingual
s339,male,19,monolingual
s343,nonbinary,21,bilingual
s347,female,19,monolingual
s351,male,23,monolingual
s355,male,21,bilingual
