subj_id,gender,age,language
s001,female,23,monolingual
s005,female,22,monolingual
s009,male,20,monolingual
s013,female,22,monolingual
s017,male,23,monolingual
s021,male,21,monolingual
s025,female,23,bilingual
s029,nonbinary,20,bilingual
s033,female,22,monolingual
s037,male,24,monolingual
s041,female,20,monolingual
s045,male,19,monolingual
s049,male,19,monolingual
s053,male,22,monolingual
s057,nonbinary,21,bilingual
s061,male,23,monolingual
s065,nonbinary,20,monolingual
s069,male,21,monolingual
s073,male,22,bilingual
s077,female,23,bilingual
s081,NA,20,monolingual
s085,male,19,monolingual
s089,male,missing,monolingual
s093,male,23,monolingual
s097,nonbinary,20,bilingual
s101,nonbinary,20,monolingual
s105,female,20,monolingual
s109,male,20,monolingual
s113,female,21,monolingual
s117,NA,18,bilingual
s121,male,21,monolingual
s125,male,22,monolingual
s129,male,23,monolingual
s133,male,18,bilingual
s137,NA,24,monolingual
s141,male,22,monolingual
s145,nonbinary,missing,monolingual
s149,male,19,monolingual
s153,female,21,monolingual
s157,female,19,monolingual
s161,male,23,monolingual
s165,male,21,monolingual
s169,male,19,monolingual
s173,male,22,monolingual
s177,male,18,bilingual
s181,NA,22,monolingual
s185,female,23,monolingual
s189,female,26,bilingual
s193,nonbinary,19,monolingual
s197,male,21,monolingual
s201,male,21,monolingual
s205,male,19,monolingual
s209,male,20,monolingual
s213,male,22,bilingual
s217,male,20,monolingual
s221,nonbinary,20,monolingual
s225,nonbinary,22,bilingual
s229,male,19,bilingual
s233,male,20,monolingual
s237,female,23,bilingual
s241,male,20,monolingual
s245,male,21,monolingual
s249,male,18,monolingual
s253,NA,23,monolingual
s257,nonbinary,20,monolingual
s261,male,20,monolingual
s265,male,18,monolingual
s269,nonbinary,22,monolingual
s273,male,21,monolingual
s277,male,21,monolingual
s281,male,19,monolingual
s285,female,21,monolingual
s289,female,20,monolingual
s293,male,19,bilingual
s297,female,24,monolingual
s301,male,24,monolingual
s305,female,22,monolingual
s309,male,20,monolingual
s313,male,21,monolingual
s317,female,20,bilingual
s321,nonbinary,21,monolingual
s325,nonbinary,missing,monolingual
s329,female,18,monolingual
s333,nonbinary,20,monolingual
s337,male,21,monolingual
s341,male,26,monolingual
s345,male,missing,bilingual
s349,male,20,bilingual
s353,female,19,monolingual
s357,female,21,bilingual
