subj_id,gender,age,language
s002,male,22,monolingual
s006,nonbinary,21,monolingual
s010,female,26,monolingual
s014,nonbinary,23,monolingual
s018,nonbinary,18,monolingual
s022,male,21,monolingual
s026,male,20,monolingual
s030,female,21,bilingual
s034,male,21,monolingual
s038,female,missing,monolingual
s042,female,21,monolingual
s046,male,18,monolingual
s050,male,24,monolingual
s054,female,22,bilingual
s058,female,23,bilingual
s062,male,19,bilingual
s066,female,21,monolingual
s070,female,21,bilingual
s074,male,23,monolingual
s078,female,20,monolingual
s082,male,21,bilingual
s086,female,21,monolingual
s090,female,22,monolingual
s094,female,21,bilingual
s098,female,19,monolingual
s102,male,20,monolingual
s106,female,22,monolingual
s110,male,22,monolingual
s114,female,23,bilingual
s118,female,23,monolingual
s122,male,19,bilingual
s126,female,22,bilingual
s130,female,missing,monolingual
s134,male,20,monolingual
s138,male,19,bilingual
s142,male,22,bilingual
s146,male,20,bilingual
s150,male,19,monolingual
s154,male,19,monolingual
s158,NA,21,bilingual
s162,female,22,bilingual
s166,male,23,bilingual
s170,female,20,bilingual
s174,male,22,bilingual
s178,nonbinary,23,monolingual
s182,female,23,monolingual
s186,female,21,monolingual
s190,male,20,monolingual
s194,nonbinary,24,monolingual
s198,male,22,bilingual
s202,male,22,monolingual
s206,male,20,bilingual
s210,female,19,bilingual
s214,female,22,monolingual
s218,female,18,monolingual
s222,female,20,monolingual
s226,female,22,bilingual
s230,male,19,monolingual
s234,female,20,bilingual
s238,female,19,bilingual
s242,female,22,monolingual
s246,male,19,bilingual
s250,male,missing,monolingual
s254,male,18,monolingual
s258,male,22,monolingual
s262,male,19,monolingual
s266,female,18,monolingual
s270,male,20,bilingual
s274,NA,21,monolingual
s278,female,20,monolingual
s282,male,22,bilingual
s286,male,20,monolingual
s290,male,missing,bilingual
s294,nonbinary,20,monolingual
s298,male,20,bilingual
s302,male,23,bilingual
s306,male,18,monolingual
s310,female,21,monolingual
s314,male,20,monolingual
s318,male,21,monolingual
s322,male,21,monolingual
s326,nonbinary,18,bilingual
s330,female,19,monolingual
s334,male,23,monolingual
s338,female,23,monolingual
s342,female,21,monolingual
s346,female,missing,monolingual
s350,female,19,bilingual
s354,male,20,bilingual
