subj_id,gender,age,language
s001,female,24,monolingual
s005,NA,21,monolingual
s009,female,22,monolingual
s013,male,18,monolingual
s017,male,22,monolingual
s021,female,22,bilingual
s025,female,20,monolingual
s029,male,25,monolingual
s033,male,22,monolingual
s037,male,23,bilingual
s041,male,22,monolingual
s045,male,20,monolingual
s049,male,20,monolingual
s053,male,missing,monolingual
s057,male,20,bilingual
s061,nonbinary,19,bilingual
s065,nonbinary,23,monolingual
s069,female,20,bilingual
s073,female,20,monolingual
s077,male,19,monolingual
s081,female,20,bilingual
s085,female,20,bilingual
s089,male,20,monolingual
s093,male,20,bilingual
s097,female,18,bilingual
s101,female,21,bilingual
s105,male,20,monolingual
s109,female,18,monolingual
s113,NA,21,monolingual
s117,male,22,bilingual
s121,female,20,bilingual
s125,female,22,bilingual
s129,male,18,monolingual
s133,male,22,monolingual
s137,male,21,monolingual
s141,female,23,bilingual
s145,NA,19,monolingual
s149,female,19,monolingual
s153,male,19,bilingual
s157,female,19,bilingual
s161,male,22,bilingual
s165,male,21,bilingual
s169,male,20,bilingual
s173,male,18,monolingual
s177,nonbinary,23,bilingual
s181,male,23,monolingual
s185,male,18,monolingual
s189,female,20,monolingual
s193,male,21,bilingual
s197,male,21,bilingual
s201,male,21,monolingual
s205,male,24,bilingual
s209,male,19,bilingual
s213,male,19,bilingual
s217,female,20,monolingual
s221,male,19,monolingual
s225,male,21,monolingual
s229,male,19,bilingual
s233,male,20,monolingual
s237,male,20,monolingual
s241,male,18,monolingual
s245,female,21,monolingual
s249,male,19,monolingual
s253,nonbinary,missing,monolingual
s257,male,23,monolingual
s261,female,21,monolingual
s265,male,21,monolingual
s269,male,22,monolingual
s273,female,18,monolingual
s277,male,21,bilingual
s281,male,19,monolingual
s285,nonbinary,19,monolingual
s289,female,21,monolingual
s293,female,22,monolingual
s297,female,21,monolingual
s301,male,21,monolingual
s305,male,20,monolingual
s309,female,20,bilingual
s313,NA,23,monolingual
s317,male,23,monolingual
s321,female,22,bilingual
s325,male,22,monolingual
s329,female,21,monolingual
s333,male,22,monolingual
s337,male,22,monolingual
s341,male,19,monolingual
s345,male,20,monolingual
s349,male,21,monolingual
