subj_id,gender,age,language
s002,nonbinary,20,monolingual
s006,female,19,monolingual
s010,female,21,monolingual
s014,male,19,monolingual
s018,male,24,monolingual
s022,female,21,monolingual
s026,male,20,monolingual
s030,male,26,bilingual
s034,male,19,bilingual
s038,nonbinary,21,monolingual
s042,male,21,monolingual
s046,male,20,monolingual
s050,female,18,monolingual
s054,female,20,monolingual
s058,male,20,monolingual
s062,male,20,monolingual
s066,male,21,bilingual
s070,male,22,monolingual
s074,female,21,monolingual
s078,NA,24,monolingual
s082,nonbinary,22,monolingual
s086,male,20,monolingual
s090,NA,20,monolingual
s094,male,23,bilingual
s098,female,20,bilingual
s102,female,21,monolingual
s106,male,20,monolingual
s110,female,20,monolingual
s114,female,22,monolingual
s118,male,22,monolingual
s122,NA,19,monolingual
s126,male,19,bilingual
s130,nonbinary,22,bilingual
s134,male,22,monolingual
s138,male,20,monolingual
s142,male,22,monolingual
s146,male,22,monolingual
s150,male,23,monolingual
s154,male,missing,monolingual
s158,male,23,bilingual
s162,female,19,monolingual
s166,female,22,bilingual
s170,nonbinary,20,bilingual
s174,male,23,monolingual
s178,male,21,bilingual
s182,female,21,monolingual
s186,male,21,bilingual
s190,nonbinary,25,bilingual
s194,nonbinary,19,bilingual
s198,female,23,bilingual
s202,male,21,bilingual
s206,male,21,bilingual
s210,female,25,monolingual
s214,female,20,monolingual
s218,nonbinary,23,monolingual
s222,nonbinary,22,bilingual
s226,female,missing,monolingual
s230,male,20,monolingual
s234,female,18,bilingual
s238,male,23,bilingual
s242,female,20,monolingual
s246,female,missing,monolingual
s250,male,20,bilingual
s254,female,24,bilingual
s258,male,19,bilingual
s262,male,20,monolingual
s266,male,18,monolingual
s270,male,19,monolingual
s274,male,22,monolingual
s278,female,21,monolingual
s282,female,missing,monolingual
s286,nonbinary,18,monolingual
s290,male,20,monolingual
s294,male,21,monolingual
s298,female,22,monolingual
s302,male,19,monolingual
s306,nonbinary,20,bilingual
s310,male,23,bilingual
s314,male,missing,monolingual
s318,female,20,bilingual
s322,male,19,monolingual
s326,female,22,monolingual
s330,female,22,monolingual
s334,female,23,monolingual
