subj_id,gender,age,language
s001,male,22,monolingual
s005,male,20,monolingual
s009,female,20,monolingual
s013,male,22,bilingual
s017,male,20,bilingual
s021,female,22,monolingual
s025,female,missing,monolingual
s029,male,24,bilingual
s033,male,22,monolingual
s037,male,19,bilingual
s041,female,21,monolingual
s045,male,27,monolingual
s049,NA,missing,monolingual
s053,female,19,monolingual
s057,male,21,monolingual
s061,male,20,bilingual
s065,nonbinary,24,bilingual
s069,male,23,bilingual
s073,male,21,monolingual
s077,male,23,bilingual
s081,male,20,monolingual
s085,male,18,bilingual
s089,NA,23,monolingual
s093,female,21,monolingual
s097,male,missing,monolingual
s101,nonbinary,19,monolingual
s105,female,25,monolingual
s109,male,23,monolingual
s113,male,21,monolingual
s117,female,20,monolingual
s121,male,18,bilingual
s125,male,23,monolingual
s129,male,24,bilingual
s133,male,25,monolingual
s137,female,18,bilingual
s141,male,22,bilingual
s145,male,18,monolingual
s149,male,21,monolingual
s153,male,21,monolingual
s157,female,21,monolingual
s161,male,22,monolingual
s165,female,19,monolingual
s169,male,21,monolingual
s173,male,21,bilingual
s177,male,20,monolingual
s181,male,21,bilingual
s185,male,20,monolingual
s189,male,25,monolingual
s193,male,21,bilingual
s197,female,23,monolingual
s201,female,23,monolingual
s205,male,19,monolingual
s209,male,22,bilingual
s213,male,20,monolingual
s217,male,21,bilingual
s221,male,20,bilingual
s225,male,19,monolingual
s229,NA,22,monolingual
s233,male,19,monolingual
s237,male,19,monolingual
s241,male,22,bilingual
s245,female,23,bilingual
s249,female,19,monolingual
s253,male,20,monolingual
s257,male,20,monolingual
s261,male,23,monolingual
s265,female,23,monolingual
s269,male,21,monolingual
s273,male,20,bilingual
s277,nonbinary,23,bilingual
s281,male,21,monolingual
s285,male,23,bilingual
s289,female,20,bilingual
s293,female,19,monolingual
s297,male,23,monolingual
s301,male,20,monolingual
s305,nonbinary,19,monolingual
s309,female,22,bilingual
s313,nonbinary,missing,bilingual
s317,female,19,monolingual
s321,female,21,monolingual
s325,nonbinary,23,monolingual
s329,male,22,bilingual
s333,male,21,bilingual
