subj_id,gender,age,language
s002,female,22,bilingual
s006,male,22,bilingual
s010,male,18,monolingual
s014,male,19,bilingual
s018,female,24,monolingual
s022,male,21,monolingual
s026,nonbinary,20,bilingual
s030,female,20,monolingual
s034,female,21,monolingual
s038,nonbinary,25,monolingual
s042,female,23,monolingual
s046,female,21,monolingual
s050,male,22,monolingual
s054,male,21,bilingual
s058,male,missing,bilingual
s062,male,19,monolingual
s066,male,missing,monolingual
s070,nonbinary,22,monolingual
s074,female,22,monolingual
s078,male,24,bilingual
s082,male,18,monolingual
s086,male,22,bilingual
s090,male,22,monolingual
s094,male,23,monolingual
s098,female,19,monolingual
s102,female,22,monolingual
s106,nonbinary,19,monolingual
s110,male,22,bilingual
s114,female,20,monolingual
s118,NA,18,monolingual
s122,female,23,monolingual
s126,male,20,bilingual
s130,female,18,bilingual
s134,female,19,monolingual
s138,female,22,monolingual
s142,female,21,monolingual
s146,male,21,monolingual
s150,male,19,monolingual
s154,male,20,monolingual
s158,male,19,monolingual
s162,female,19,bilingual
s166,female,24,monolingual
s170,nonbinary,23,bilingual
s174,male,21,monolingual
s178,male,24,bilingual
s182,female,23,monolingual
s186,female,23,monolingual
s190,male,23,monolingual
s194,female,23,bilingual
s198,female,missing,monolingual
s202,male,22,monolingual
s206,male,22,monolingual
s210,female,22,bilingual
s214,male,19,monolingual
s218,male,22,monolingual
s222,male,missing,bilingual
s226,female,19,monolingual
s230,male,22,bilingual
s234,male,19,bilingual
s238,male,21,monolingual
s242,male,19,monolingual
s246,male,19,monolingual
s250,female,20,monolingual
s254,NA,19,monolingual
s258,male,21,monolingual
s262,male,19,bilingual
s266,female,19,monolingual
s270,male,21,monolingual
s274,female,20,monolingual
s278,female,22,monolingual
s282,male,19,monolingual
s286,male,19,bilingual
s290,male,18,monolingual
s294,female,21,monolingual
s298,NA,20,monolingual
s302,male,20,monolingual
s306,nonbinary,21,monolingual
s310,male,20,monolingual
s314,nonbinary,24,monolingual
s318,male,22,monolingual
s322,female,20,monolingual
s326,female,20,bilingual
s330,female,19,bilingual
s334,female,21,monolingual
s338,male,21,monolingual
s342,male,23,monolingual
