subj_id,gender,age,language
s001,male,21,monolingual
s005,female,19,bilingual
s009,male,21,bilingual
s013,NA,19,bilingual
s017,NA,20,bilingual
s021,male,20,bilingual
s025,male,19,bilingual
s029,nonbinary,21,monolingual
s033,male,23,monolingual
s037,female,24,bilingual
s041,male,23,monolingual
s045,nonbinary,21,monolingual
s049,male,missing,monolingual
s053,female,19,monolingual
s057,male,21,bilingual
s061,female,19,bilingual
s065,male,20,bilingual
s069,male,21,bilingual
s073,male,20,monolingual
s077,male,20,bilingual
s081,male,missing,monolingual
s085,male,22,monolingual
s089,male,19,monolingual
s093,male,20,bilingual
s097,male,19,monolingual
s101,male,22,monolingual
s105,female,18,bilingual
s109,nonbinary,22,bilingual
s113,male,22,monolingual
s117,male,22,bilingual
s121,male,21,bilingual
s125,nonbinary,22,monolingual
s129,male,24,monolingual
s133,female,22,monolingual
s137,male,23,monolingual
s141,male,20,monolingual
s145,male,21,bilingual
s149,female,missing,bilingual
s153,male,23,bilingual
s157,female,20,bilingual
s161,nonbinary,20,bilingual
s165,male,19,monolingual
s169,NA,missing,monolingual
s173,female,20,monolingual
s177,male,22,monolingual
s181,female,24,monolingual
s185,female,20,monolingual
s189,female,20,monolingual
s193,female,23,monolingual
s197,male,22,monolingual
s201,male,21,bilingual
s205,male,18,monolingual
s209,male,21,bilingual
s213,male,19,bilingual
s217,male,20,monolingual
s221,male,21,bilingual
s225,male,22,monolingual
s229,NA,19,monolingual
s233,male,19,monolingual
s237,male,19,monolingual
s241,male,20,monolingual
s245,male,22,monolingual
s249,female,23,monolingual
s253,male,21,bilingual
s257,male,24,monolingual
s261,nonbinary,22,bilingual
s265,female,21,monolingual
s269,male,19,monolingual
s273,male,20,bilingual
s277,male,20,monolingual
s281,female,24,monolingual
s285,NA,20,bilingual
s289,female,21,monolingual
s293,male,23,bilingual
s297,female,21,monolingual
s301,male,22,monolingual
s305,male,21,bilingual
s309,female,21,bilingual
