subj_id,gender,age,language
s001,female,21,monolingual
s005,male,21,monolingual
s009,female,20,monolingual
s013,male,23,monolingual
s017,female,19,monolingual
s021,male,19,monolingual
s025,female,19,monolingual
s029,male,missing,monolingual
s033,male,20,monolingual
s037,male,20,monolingual
s041,male,22,monolingual
s045,male,20,bilingual
s049,male,19,monolingual
s053,male,20,monolingual
s057,male,21,monolingual
s061,male,20,monolingual
s065,female,19,monolingual
s069,male,21,bilingual
s073,male,24,monolingual
s077,male,20,bilingual
s081,male,19,monolingual
s085,nonbinary,21,monolingual
s089,female,21,monolingual
s093,nonbinary,20,monolingual
s097,male,22,monolingual
s101,female,24,bilingual
s105,male,21,bilingual
s109,nonbinary,20,monolingual
s113,female,20,monolingual
s117,male,19,monolingual
s121,male,23,monolingual
s125,male,19,monolingual
s129,male,23,bilingual
s133,male,22,monolingual
s137,female,23,monolingual
s141,male,23,monolingual
s145,NA,22,monolingual
s149,male,18,bilingual
s153,male,18,monolingual
s157,male,19,monolingual
s161,male,19,bilingual
s165,male,21,monolingual
s169,male,24,bilingual
s173,male,21,monolingual
s177,female,23,bilingual
s181,female,21,monolingual
s185,female,20,monolingual
s189,male,25,bilingual
s193,male,20,monolingual
s197,male,22,monolingual
s201,male,21,monolingual
s205,female,18,monolingual
s209,female,18,monolingual
s213,male,22,monolingual
s217,male,18,monolingual
s221,female,20,monolingual
s225,female,19,monolingual
s229,male,21,monolingual
s233,NA,20,monolingual
s237,male,18,monolingual
s241,female,20,monolingual
s245,male,21,monolingual
s249,female,18,bilingual
s253,male,21,bilingual
s257,female,21,monolingual
s261,female,21,monolingual
s265,male,22,monolingual
s269,male,20,monolingual
s273,NA,22,monolingual
s277,male,23,bilingual
s281,male,missing,monolingual
s285,nonbinary,23,monolingual
s289,female,18,monolingual
s293,female,19,monolingual
s297,female,20,monolingual
s301,male,21,monolingual
s305,male,24,monolingual
s309,female,21,monolingual
s313,male,18,monolingual
s317,male,19,monolingual
s321,male,23,monolingual
s325,male,22,monolingual
s329,female,24,bilingual
s333,male,20,monolingual
s337,female,21,monolingual
s341,female,missing,monolingual
s345,female,20,monolingual
s349,female,26,monolingual
s353,female,21,monolingual
