subj_id,gender,age,language
s004,male,21,bilingual
s008,male,21,bilingual
s012,male,missing,monolingual
s016,female,missing,monolingual
s020,male,18,monolingual
s024,NA,26,bilingual
s028,nonbinary,19,monolingual
s032,male,20,bilingual
s036,female,20,bilingual
s040,male,19,bilingual
s044,male,20,monolingual
s048,NA,22,bilingual
s052,female,21,monolingual
s056,male,20,monolingual
s060,male,20,bilingual
s064,male,20,monolingual
s068,NA,19,monolingual
s072,female,22,monolingual
s076,female,missing,monolingual
s080,male,23,monolingual
s084,male,24,monolingual
s088,nonbinary,21,monolingual
s092,male,22,monolingual
s096,nonbinary,20,monolingual
s100,female,22,bilingual
s104,female,20,monolingual
s108,female,21,monolingual
s112,male,missing,monolingual
s116,male,21,monolingual
s120,NA,20,monolingual
s124,male,18,monolingual
s128,male,22,monolingual
s132,male,20,bilingual
s136,male,20,monolingual
s140,male,20,monolingual
s144,male,20,bilingual
s148,male,21,monolingual
s152,female,19,monolingual
s156,male,18,monolingual
s160,nonbinary,20,monolingual
s164,male,19,monolingual
s168,male,20,monolingual
s172,female,missing,monolingual
s176,male,19,bilingual
s180,female,20,monolingual
s184,female,21,bilingual
s188,female,19,monolingual
s192,NA,19,monolingual
s196,female,20,monolingual
s200,male,22,monolingual
s204,female,22,bilingual
s208,male,21,monolingual
s212,male,23,monolingual
s216,male,22,monolingual
s220,male,21,monolingual
s224,female,20,monolingual
s228,male,24,monolingual
s232,male,19,monolingual
s236,male,20,bilingual
s240,male,18,bilingual
s244,male,21,monolingual
s248,female,23,monolingual
s252,male,19,bilingual
s256,female,20,bilingual
s260,male,19,monolingual
s264,male,20,monolingual
s268,female,20,monolingual
s272,male,21,bilingual
s276,female,20,monolingual
s280,female,22,bilingual
s284,male,21,monolingual
s288,male,18,monolingual
s292,male,20,monolingual
s296,female,18,bilingual
s300,female,21,monolingual
s304,male,19,bilingual
s308,female,21,monolingual
s312,female,21,monolingual
s316,male,21,bilingual
s320,male,23,monolingual
s324,male,22,bilingual
s328,male,21,bilingual
s332,male,20,monolingual
s336,male,19,monolingual
s340,male,21,monolingual
s344,male,missing,monolingual
s348,female,19,monolingual
s352,female,22,monolingual
s356,female,20,monolingual
