subj_id,gender,age,language
s002,male,24,monolingual
s006,male,23,monolingual
s010,nonbinary,21,bilingual
s014,female,22,monolingual
s018,male,22,monolingual
s022,male,20,bilingual
s026,NA,21,monolingual
s030,female,19,monolingual
s034,male,22,bilingual
s038,male,19,monolingual
s042,male,21,monolingual
s046,female,21,monolingual
s050,male,20,bilingual
s054,male,22,monolingual
s058,NA,22,monolingual
s062,male,19,monolingual
s066,male,22,monolingual
s070,male,20,monolingual
s074,female,19,monolingual
s078,male,18,bilingual
s082,male,20,monolingual
s086,male,24,monolingual
s090,male,20,bilingual
s094,male,27,monolingual
s098,male,21,monolingual
s102,nonbinary,21,monolingual
s106,male,18,monolingual
s110,male,missing,bilingual
s114,nonbinary,23,bilingual
s118,male,19,monolingual
s122,nonbinary,27,monolingual
s126,nonbinary,21,bilingual
s130,female,20,monolingual
s134,female,22,monolingual
s138,female,19,monolingual
s142,male,22,bilingual
s146,male,21,monolingual
s150,male,21,monolingual
s154,male,missing,monolingual
s158,female,23,monolingual
s162,female,19,bilingual
s166,male,missing,monolingual
s170,male,21,monolingual
s174,nonbinary,20,bilingual
s178,male,21,monolingual
s182,male,24,monolingual
s186,NA,24,monolingual
s190,male,missing,bilingual
s194,female,23,bilingual
s198,NA,20,bilingual
s202,nonbinary,18,bilingual
s206,male,21,monolingual
s210,nonbinary,19,monolingual
s214,nonbinary,27,monolingual
s218,male,19,monolingual
s222,nonbinary,21,monolingual
s226,female,22,monolingual
s230,male,19,monolingual
s234,female,21,monolingual
s238,male,20,monolingual
s242,male,20,bilingual
s246,female,22,monolingual
s250,male,21,monolingual
s254,female,missing,bilingual
s258,female,24,bilingual
s262,male,22,bilingual
s266,male,23,bilingual
s270,male,19,monolingual
s274,male,23,bilingual
s278,male,20,monolingual
s282,female,19,monolingual
s286,male,18,monolingual
s290,female,19,bilingual
s294,male,19,monolingual
s298,nonbinary,19,monolingual
s302,male,23,monolingual
s306,male,21,monolingual
s310,male,22,monolingual
s314,male,20,bilingual
s318,male,19,monolingual
s322,female,20,monolingual
s326,male,21,monolingual
s330,female,22,monolingual
s334,NA,19,bilingual
s338,female,24,monolingual
s342,female,21,monolingual
s346,male,23,bilingual
s350,female,missing,monolingual
s354,male,19,monolingual
