subj_id,gender,age,language
s003,NA,21,bilingual
s007,male,18,monolingual
s011,nonbinary,21,monolingual
s015,female,24,monolingual
s019,female,20,bilingual
s023,NA,22,bilingual
s027,male,21,monolingual
s031,male,19,bilingual
s035,male,21,monolingual
s039,male,19,monolingual
s043,female,18,monolingual
s047,nonbinary,26,monolingual
s051,male,19,bilingual
s055,male,19,monolingual
s059,male,22,monolingual
s063,female,22,monolingual
s067,NA,20,bilingual
s071,female,missing,monolingual
s075,male,19,monolingual
s079,male,20,bilingual
s083,female,22,monolingual
s087,female,19,bilingual
s091,female,24,monolingual
s095,male,21,bilingual
s099,male,20,monolingual
s103,NA,25,monolingual
s107,NA,22,bilingual
s111,female,22,monolingual
s115,female,18,monolingual
s119,female,20,monolingual
s123,nonbinary,19,monolingual
s127,male,20,monolingual
s131,male,20,monolingual
s135,male,missing,monolingual
s139,female,19,monolingual
s143,male,19,monolingual
s147,male,19,monolingual
s151,female,20,monolingual
s155,female,24,monolingual
s159,male,22,monolingual
s163,male,22,monolingual
s167,female,24,monolingual
s171,nonbinary,19,monolingual
s175,male,20,bilingual
s179,female,19,monolingual
s183,male,20,monolingual
s187,male,20,monolingual
s191,female,20,monolingual
s195,male,18,bilingual
s199,female,missing,monolingual
s203,female,20,monolingual
s207,female,missing,monolingual
s211,male,19,monolingual
s215,female,20,bilingual
s219,nonbinary,missing,monolingual
s223,male,25,monolingual
s227,male,22,monolingual
s231,female,22,monolingual
s235,female,21,monolingual
s239,male,20,monolingual
s243,nonbinary,23,monolingual
s247,male,23,monolingual
s251,male,21,monolingual
s255,male,22,monolingual
s259,female,21,monolingual
s263,male,19,monolingual
s267,male,20,monolingual
s271,male,24,monolingual
s275,female,18,bilingual
s279,female,23,monolingual
s283,male,21,bilingual
s287,male,27,monolingual
s291,male,23,bilingual
s295,female,missing,monolingual
s299,male,23,monolingual
s303,male,20,monolingual
s307,male,missing,bilingual
s311,male,24,bilingual
s315,female,21,monolingual
s319,male,21,bilingual
s323,male,19,monolingual
s327,male,20,bilingual
s331,NA,21,monolingual
s335,male,21,monolingual
s339,male,22,bilingual
s343,male,22,monolingual
s347,nonbinary,18,bilingual
s351,male,23,monolingual
s355,male,20,monolingual
s359,male,22,bilingual
s363,female,22,monolingual
s367,nonbinary,24,monolingual
s371,male,19,monolingual
s375,male,19,monolingual
s379,nonbinary,24,bilingual
s383,male,22,monolingual
s387,nonbinary,20,monolingual
s391,male,21,bilingual
s395,male,22,bilingual
