subj_id,gender,age,language
s004,nonbinary,22,monolingual
s008,male,21,monolingual
s012,female,21,monolingual
s016,male,22,bilingual
s020,male,19,monolingual
s024,male,22,monolingual
s028,male,19,monolingual
s032,nonbinary,20,monolingual
s036,nonbinary,22,monolingual
s040,male,21,bilingual
s044,female,21,bilingual
s048,female,23,bilingual
s052,male,21,bilingual
s056,female,22,bilingual
s060,male,19,bilingual
s064,male,19,bilingual
s068,male,22,monolingual
s072,male,20,bilingual
s076,male,24,monolingual
s080,male,20,monolingual
s084,male,20,monolingual
s088,NA,21,monolingual
s092,female,21,bilingual
s096,male,21,monolingual
s100,male,18,bilingual
s104,female,23,monolingual
s108,male,21,monolingual
s112,female,19,monolingual
s116,nonbinary,20,monolingual
s120,nonbinary,20,monolingual
s124,male,21,monolingual
s128,male,24,bilingual
s132,male,21,monolingual
s136,male,18,monolingual
s140,male,20,monolingual
s144,female,23,monolingual
s148,male,24,monolingual
s152,male,23,monolingual
s156,female,21,monolingual
s160,female,19,bilingual
s164,nonbinary,24,monolingual
s168,NA,21,bilingual
s172,male,23,monolingual
s176,male,25,monolingual
s180,nonbinary,21,monolingual
s184,female,21,bilingual
s188,nonbinary,22,bilingual
s192,male,22,bilingual
s196,nonbinary,21,monolingual
s200,male,20,monolingual
s204,female,21,bilingual
s208,male,20,bilingual
s212,female,23,monolingual
s216,female,23,bilingual
s220,male,20,bilingual
s224,male,22,monolingual
s228,male,21,monolingual
s232,female,20,monolingual
s236,female,20,monolingual
s240,female,20,monolingual
s244,male,21,bilingual
s248,female,19,bilingual
s252,male,21,monolingual
s256,nonbinary,20,monolingual
s260,NA,25,monolingual
s264,nonbinary,21,bilingual
s268,female,18,bilingual
s272,male,19,monolingual
s276,male,21,monolingual
s280,female,20,bilingual
s284,female,20,bilingual
s288,male,22,monolingual
s292,male,20,monolingual
s296,male,24,monolingual
s300,male,19,bilingual
s304,male,21,monolingual
s308,nonbinary,missing,monolingual
s312,male,22,monolingual
s316,male,22,monolingual
s320,female,21,bilingual
s324,nonbinary,21,monolingual
s328,female,22,bilingual
s332,male,22,monolingual
s336,NA,20,bilingual
s340,male,missing,monolingual
s344,female,22,monolingual
s348,NA,22,bilingual
s352,male,24,monolingual
s356,male,19,monolingual
s360,male,20,monolingual
s364,female,21,bilingual
s368,male,20,bilingual
s372,male,21,monolingual
s376,male,19,monolingual
s380,male,23,bilingual
s384,male,25,monolingual
s388,female,23,monolingual
s392,female,24,monolingual
s396,female,missing,monolingual
