subj_id,gender,age,language
s001,male,21,bilingual
s005,male,20,monolingual
s009,female,19,monolingual
s013,male,21,monolingual
s017,male,19,monolingual
s021,male,25,monolingual
s025,female,23,monolingual
s029,male,21,monolingual
s033,male,20,monolingual
s037,female,20,monolingual
s041,female,22,bilingual
s045,male,21,bilingual
s049,male,23,bilingual
s053,male,25,monolingual
s057,female,21,bilingual
s061,nonbinary,26,bilingual
s065,male,20,monolingual
s069,female,22,bilingual
s073,nonbinary,22,monolingual
s077,male,20,monolingual
s081,female,22,bilingual
s085,male,21,bilingual
s089,female,21,bilingual
s093,male,22,monolingual
s097,nonbinary,18,monolingual
s101,male,21,monolingual
s105,male,21,bilingual
s109,male,21,monolingual
s113,male,missing,monolingual
s117,male,19,monolingual
s121,male,18,monolingual
s125,male,18,monolingual
s129,male,26,monolingual
s133,male,20,bilingual
s137,male,22,bilingual
s141,female,23,monolingual
s145,female,23,bilingual
s149,male,23,monolingual
s153,female,missing,monolingual
s157,nonbinary,21,monolingual
s161,female,25,bilingual
s165,male,19,monolingual
s169,male,20,monolingual
s173,nonbinary,20,bilingual
s177,male,24,monolingual
s181,male,21,monolingual
s185,male,19,bilingual
s189,male,20,bilingual
s193,female,23,monolingual
s197,female,24,monolingual
s201,NA,23,monolingual
s205,male,21,monolingual
s209,male,20,monolingual
s213,male,23,bilingual
s217,female,19,bilingual
s221,nonbinary,23,bilingual
s225,female,19,monolingual
s229,male,21,bilingual
s233,male,22,bilingual
s237,female,24,bilingual
s241,male,20,monolingual
s245,male,22,monolingual
s249,male,23,monolingual
s253,male,21,bilingual
s257,female,23,monolingual
s261,male,19,monolingual
s265,nonbinary,19,monolingual
s269,male,22,bilingual
s273,male,20,monolingual
s277,female,21,bilingual
s281,male,20,bilingual
s285,nonbinary,22,monolingual
s289,NA,21,monolingual
s293,female,22,monolingual
s297,male,19,monolingual
s301,nonbinary,20,bilingual
s305,male,missing,monolingual
s309,male,19,monolingual
s313,male,24,monolingual
s317,male,25,bilingual
s321,female,missing,monolingual
s325,male,20,bilingual
s329,NA,missing,monolingual
s333,male,19,monolingual
s337,male,22,monolingual
s341,male,18,monolingual
s345,male,20,monolingual
s349,male,21,monolingual
s353,male,21,monolingual
s357,male,22,bilingual
s361,male,22,bilingual
s365,male,20,monolingual
s369,male,22,monolingual
s373,female,21,bilingual
s377,male,23,monolingual
s381,female,24,bilingual
s385,male,25,monolingual
s389,female,20,bilingual
s393,nonbinary,24,bilingual
