subj_id,gender,age,language
s004,male,21,bilingual
s008,male,19,monolingual
s012,male,24,monolingual
s016,NA,18,monolingual
s020,female,20,monolingual
s024,female,22,monolingual
s028,male,20,monolingual
s032,nonbinary,21,monolingual
s036,male,20,monolingual
s040,nonbinary,20,bilingual
s044,male,19,monolingual
s048,male,21,monolingual
s052,nonbinary,missing,monolingual
s056,female,missing,monolingual
s060,NA,19,bilingual
s064,male,22,bilingual
s068,female,21,monolingual
s072,male,19,monolingual
s076,male,24,monolingual
s080,male,23,monolingual
s084,male,20,monolingual
s088,male,missing,monolingual
s092,male,18,monolingual
s096,male,22,monolingual
s100,male,20,monolingual
s104,male,20,monolingual
s108,nonbinary,19,bilingual
s112,nonbinary,20,bilingual
s116,male,21,monolingual
s120,nonbinary,21,monolingual
s124,female,22,bilingual
s128,female,21,monolingual
s132,female,20,monolingual
s136,nonbinary,21,monolingual
s140,male,21,monolingual
s144,male,19,monolingual
s148,male,20,monolingual
s152,female,21,monolingual
s156,nonbinary,19,bilingual
s160,nonbinary,20,monolingual
s164,male,19,monolingual
s168,male,20,bilingual
s172,nonbinary,21,monolingual
s176,female,18,bilingual
s180,male,21,bilingual
s184,female,19,bilingual
s188,nonbinary,20,monolingual
s192,nonbinary,21,monolingual
s196,NA,21,monolingual
s200,nonbinary,23,monolingual
s204,NA,20,bilingual
s208,female,22,bilingual
s212,female,25,monolingual
s216,male,19,monolingual
s220,male,20,monolingual
s224,female,20,bilingual
s228,male,23,bilingual
s232,female,24,monolingual
s236,male,23,monolingual
s240,male,23,monolingual
s244,female,23,monolingual
s248,female,20,monolingual
s252,male,23,bilingual
s256,NA,18,monolingual
s260,NA,20,monolingual
s264,female,missing,monolingual
s268,nonbinary,21,monolingual
s272,female,20,monolingual
s276,nonbinary,21,monolingual
s280,male,29,bilingual
s284,male,22,monolingual
s288,female,20,monolingual
s292,male,24,bilingual
s296,male,20,monolingual
s300,male,23,bilingual
s304,female,19,monolingual
s308,female,23,bilingual
s312,female,19,bilingual
s316,male,18,bilingual
s320,female,19,monolingual
s324,male,23,monolingual
s328,male,missing,bilingual
s332,nonbinary,20,monolingual
s336,male,24,bilingual
s340,male,20,bilingual
s344,male,21,monolingual
s348,male,missing,monolingual
s352,male,22,monolingual
s356,female,20,monolingual
s360,female,22,monolingual
s364,nonbinary,20,bilingual
s368,female,missing,monolingual
