subj_id,gender,age,language
s002,male,18,monolingual
s006,NA,20,monolingual
s010,male,21,monolingual
s014,male,22,bilingual
s018,female,20,bilingual
s022,male,20,monolingual
s026,male,20,monolingual
s030,male,18,bilingual
s034,female,18,monolingual
s038,female,24,bilingual
s042,male,19,bilingual
s046,female,20,bilingual
s050,female,23,monolingual
s054,male,23,monolingual
s058,nonbinary,21,monolingual
s062,male,20,bilingual
s066,male,24,bilingual
s070,female,20,monolingual
s074,female,19,monolingual
s078,nonbinary,19,monolingual
s082,male,21,bilingual
s086,male,21,monolingual
s090,male,22,monolingual
s094,male,25,bilingual
s098,female,20,bilingual
s102,male,20,monolingual
s106,nonbinary,23,bilingual
s110,female,20,bilingual
s114,male,25,monolingual
s118,male,19,monolingual
s122,male,18,monolingual
s126,female,missing,monolingual
s130,nonbinary,19,bilingual
s134,female,20,monolingual
s138,female,20,monolingual
s142,female,21,monolingual
s146,female,21,monolingual
s150,male,missing,monolingual
s154,female,20,bilingual
s158,female,22,monolingual
s162,nonbinary,18,monolingual
s166,male,22,bilingual
s170,male,19,bilingual
s174,male,22,bilingual
s178,male,20,bilingual
s182,male,20,bilingual
s186,male,22,monolingual
s190,male,19,monolingual
s194,male,missing,monolingual
s198,female,21,monolingual
s202,male,20,monolingual
s206,NA,23,monolingual
s210,nonbinary,20,monolingual
s214,NA,22,monolingual
s218,nonbinary,22,monolingual
s222,male,20,monolingual
s226,male,22,monolingual
s230,female,19,bilingual
s234,female,18,bilingual
s238,female,19,monolingual
s242,female,19,monolingual
s246,nonbinary,23,bilingual
s250,male,21,monolingual
s254,female,21,monolingual
s258,nonbinary,23,bilingual
s262,male,20,monolingual
s266,female,21,monolingual
s270,female,20,bilingual
s274,female,21,monolingual
s278,male,23,bilingual
s282,male,missing,monolingual
s286,female,21,monolingual
s290,female,24,monolingual
s294,nonbinary,22,monolingual
s298,male,19,monolingual
s302,NA,20,monolingual
s306,female,22,monolingual
s310,female,23,monolingual
s314,male,22,bilingual
s318,male,25,monolingual
s322,male,21,monolingual
s326,male,20,bilingual
