subj_id,gender,age,language
s001,male,19,bilingual
s005,female,18,bilingual
s009,female,21,monolingual
s013,nonbinary,20,monolingual
s017,male,23,monolingual
s021,male,25,monolingual
s025,male,21,monolingual
s029,female,22,monolingual
s033,nonbinary,21,bilingual
s037,female,24,bilingual
s041,NA,18,bilingual
s045,male,20,monolingual
s049,nonbinary,26,monolingual
s053,male,22,monolingual
s057,male,19,monolingual
s061,male,21,monolingual
s065,nonbinary,18,monolingual
s069,NA,22,monolingual
s073,male,23,monolingual
s077,male,22,monolingual
s081,male,18,monolingual
s085,male,21,monolingual
s089,male,23,monolingual
s093,male,missing,monolingual
s097,male,21,monolingual
s101,male,20,monolingual
s105,male,21,monolingual
s109,female,20,monolingual
s113,male,missing,monolingual
s117,female,23,monolingual
s121,nonbinary,22,monolingual
s125,female,19,monolingual
s129,male,20,monolingual
s133,male,21,monolingual
s137,NA,19,monolingual
s141,female,21,monolingual
s145,male,22,bilingual
s149,male,21,monolingual
s153,male,20,bilingual
s157,nonbinary,22,monolingual
s161,male,19,bilingual
s165,female,21,bilingual
s169,female,22,monolingual
s173,nonbinary,19,monolingual
s177,male,23,monolingual
s181,male,23,bilingual
s185,female,19,bilingual
s189,nonbinary,20,monolingual
s193,male,23,monolingual
s197,male,20,monolingual
s201,male,22,monolingual
s205,female,19,bilingual
s209,female,missing,bilingual
s213,male,20,bilingual
s217,nonbinary,23,monolingual
s221,male,19,monolingual
s225,male,23,bilingual
s229,female,19,bilingual
s233,male,21,monolingual
s237,male,21,monolingual
s241,nonbinary,missing,monolingual
s245,male,18,bilingual
s249,female,23,monolingual
s253,female,21,monolingual
s257,female,19,monolingual
s261,female,19,monolingual
s265,female,20,monolingual
s269,male,20,monolingual
s273,male,20,monolingual
s277,male,22,monolingual
s281,male,22,bilingual
s285,male,20,monolingual
s289,nonbinary,21,monolingual
s293,female,20,bilingual
s297,female,missing,monolingual
s301,female,21,monolingual
s305,male,20,monolingual
s309,female,18,bilingual
