subj_id,gender,age,language
s003,female,19,bilingual
s007,male,20,monolingual
s011,male,24,monolingual
s015,nonbinary,19,monolingual
s019,NA,20,monolingual
s023,female,19,bilingual
s027,female,24,monolingual
s031,male,21,bilingual
s035,male,23,monolingual
s039,male,missing,bilingual
s043,male,18,bilingual
s047,male,20,bilingual
s051,female,20,monolingual
s055,female,20,monolingual
s059,male,missing,monolingual
s063,male,23,monolingual
s067,male,21,monolingual
s071,male,19,monolingual
s075,male,22,monolingual
s079,male,20,monolingual
s083,male,18,bilingual
s087,female,24,bilingual
s091,nonbinary,missing,monolingual
s095,male,21,monolingual
s099,male,21,monolingual
s103,female,21,monolingual
s107,NA,20,monolingual
s111,female,20,monolingual
s115,female,24,monolingual
s119,male,22,monolingual
s123,male,23,bilingual
s127,nonbinary,22,monolingual
s131,male,21,monolingual
s135,male,20,bilingual
s139,female,20,monolingual
s143,NA,25,monolingual
s147,male,missing,bilingual
s151,male,18,bilingual
s155,female,21,monolingual
s159,male,21,bilingual
s163,male,21,bilingual
s167,male,20,bilingual
s171,male,21,monolingual
s175,male,21,bilingual
s179,female,23,bilingual
s183,nonbinary,24,monolingual
s187,female,19,monolingual
s191,male,21,monolingual
s195,male,22,monolingual
s199,female,24,monolingual
s203,male,19,monolingual
s207,female,19,monolingual
s211,nonbinary,20,bilingual
s215,male,19,monolingual
s219,female,21,monolingual
s223,male,24,monolingual
s227,male,24,monolingual
s231,male,20,monolingual
s235,male,21,bilingual
s239,male,missing,monolingual
s243,male,21,monolingual
s247,female,21,monolingual
s251,male,20,monolingual
s255,male,22,monolingual
s259,nonbinary,24,monolingual
s263,male,25,monolingual
s267,male,20,monolingual
s271,nonbinary,24,monolingual
s275,male,22,bilingual
s279,female,23,bilingual
s283,female,20,monolingual
s287,male,22,monolingual
s291,male,21,monolingual
s295,male,21,bilingual
s299,female,23,bilingual
s303,nonbinary,22,monolingual
s307,male,22,monolingual
s311,male,missing,monolingual
