subj_id,gender,age,language
s004,male,21,monolingual
s008,male,22,monolingual
s012,female,21,monolingual
s016,male,24,bilingual
s020,female,23,monolingual
s024,male,21,monolingual
s028,NA,20,bilingual
s032,female,21,monolingual
s036,male,18,monolingual
s040,NA,23,monolingual
s044,male,21,bilingual
s048,male,18,monolingual
s052,NA,18,monolingual
s056,male,22,monolingual
s060,male,missing,bilingual
s064,male,21,monolingual
s068,male,20,monolingual
s072,male,20,bilingual
s076,male,19,bilingual
s080,female,20,bilingual
s084,male,26,bilingual
s088,male,24,monolingual
s092,nonbinary,22,bilingual
s096,male,24,monolingual
s100,NA,23,monolingual
s104,male,20,monolingual
s108,male,23,monolingual
s112,male,23,bilingual
s116,female,20,bilingual
s120,female,24,monolingual
s124,nonbinary,20,bilingual
s128,female,22,monolingual
s132,nonbinary,22,monolingual
s136,male,26,monolingual
s140,male,22,bilingual
s144,male,20,bilingual
s148,male,25,monolingual
s152,female,20,bilingual
s156,male,21,monolingual
s160,female,21,monolingual
s164,female,20,monolingual
s168,male,missing,bilingual
s172,female,18,bilingual
s176,female,19,monolingual
s180,male,21,monolingual
s184,male,19,monolingual
s188,male,21,monolingual
s192,male,20,monolingual
s196,female,18,monolingual
s200,male,19,monolingual
s204,male,18,bilingual
s208,female,22,monolingual
s212,female,24,monolingual
s216,female,22,monolingual
s220,male,20,bilingual
s224,female,20,monolingual
s228,nonbinary,21,monolingual
s232,male,19,monolingual
s236,male,19,monolingual
s240,male,21,bilingual
s244,nonbinary,20,bilingual
s248,male,22,monolingual
s252,male,19,monolingual
s256,female,23,monolingual
s260,male,22,monolingual
s264,male,22,monolingual
s268,male,18,bilingual
s272,male,21,monolingual
s276,male,23,monolingual
s280,male,21,monolingual
s284,male,18,monolingual
s288,male,18,bilingual
s292,male,23,monolingual
s296,male,24,monolingual
s300,male,19,bilingual
s304,female,20,monolingual
s308,nonbinary,20,bilingual
s312,male,26,bilingual
