subj_id,gender,age,language
s002,female,24,monolingual
s006,nonbinary,20,bilingual
s010,male,23,monolingual
s014,male,23,monolingual
s018,female,19,bilingual
s022,female,22,monolingual
s026,female,23,monolingual
s030,male,19,bilingual
s034,male,22,monolingual
s038,male,24,monolingual
s042,female,21,bilingual
s046,female,21,monolingual
s050,female,25,monolingual
s054,NA,missing,bilingual
s058,male,missing,monolingual
s062,nonbinary,24,bilingual
s066,female,19,bilingual
s070,NA,22,monolingual
s074,NA,20,bilingual
s078,nonbinary,21,bilingual
s082,male,19,bilingual
s086,male,20,monolingual
s090,male,24,monolingual
s094,male,21,bilingual
s098,male,21,monolingual
s102,female,21,monolingual
s106,nonbinary,20,bilingual
s110,nonbinary,24,monolingual
s114,NA,22,monolingual
s118,male,21,bilingual
s122,male,19,monolingual
s126,female,21,monolingual
s130,female,19,monolingual
s134,male,20,monolingual
s138,female,22,bilingual
s142,male,21,monolingual
s146,male,20,monolingual
s150,nonbinary,20,monolingual
s154,male,20,monolingual
s158,male,20,monolingual
s162,NA,19,monolingual
s166,male,21,bilingual
s170,male,20,monolingual
s174,nonbinary,19,monolingual
s178,female,21,monolingual
s182,male,24,monolingual
s186,male,21,bilingual
s190,male,20,monolingual
s194,female,21,monolingual
s198,female,22,monolingual
s202,male,21,monolingual
s206,female,20,bilingual
s210,female,21,monolingual
s214,male,23,monolingual
s218,male,22,monolingual
s222,female,22,monolingual
s226,male,23,bilingual
s230,female,21,monolingual
s234,female,23,monolingual
s238,male,20,bilingual
s242,NA,23,monolingual
s246,NA,24,monolingual
s250,female,21,monolingual
s254,male,24,bilingual
s258,female,19,monolingual
s262,nonbinary,19,monolingual
s266,male,21,monolingual
s270,male,19,monolingual
s274,female,21,monolingual
s278,male,21,monolingual
s282,male,20,bilingual
s286,male,20,monolingual
s290,male,19,monolingual
s294,NA,21,monolingual
s298,male,21,bilingual
s302,female,21,monolingual
s306,male,20,monolingual
