subj_id,gender,age,language
s001,male,19,bilingual
s005,male,21,monolingual
s009,female,19,bilingual
s013,male,21,bilingual
s017,male,20,bilingual
s021,female,22,monolingual
s025,female,21,bilingual
s029,male,18,monolingual
s033,female,20,monolingual
s037,nonbinary,21,bilingual
s041,female,23,monolingual
s045,male,20,monolingual
s049,female,21,bilingual
s053,male,19,monolingual
s057,male,21,monolingual
s061,female,21,bilingual
s065,male,23,bilingual
s069,female,18,bilingual
s073,female,22,monolingual
s077,female,21,monolingual
s081,female,missing,bilingual
s085,male,22,monolingual
s089,male,20,monolingual
s093,male,23,monolingual
s097,male,20,monolingual
s101,male,22,bilingual
s105,NA,21,monolingual
s109,female,19,monolingual
s113,male,21,bilingual
s117,male,20,bilingual
s121,male,21,bilingual
s125,male,24,monolingual
s129,male,missing,bilingual
s133,nonbinary,21,bilingual
s137,female,21,monolingual
s141,male,21,bilingual
s145,male,18,monolingual
s149,male,18,monolingual
s153,male,20,bilingual
s157,male,missing,monolingual
s161,female,19,bilingual
s165,male,21,monolingual
s169,male,20,bilingual
s173,female,19,monolingual
s177,male,19,bilingual
s181,male,22,monolingual
s185,female,22,bilingual
s189,male,22,bilingual
s193,male,21,bilingual
s197,female,22,monolingual
s201,female,23,bilingual
s205,male,21,monolingual
s209,male,20,bilingual
s213,male,23,monolingual
s217,male,23,monolingual
s221,male,20,monolingual
s225,male,19,monolingual
s229,male,23,monolingual
s233,male,20,monolingual
s237,male,22,monolingual
s241,male,20,monolingual
s245,female,22,monolingual
s249,male,19,monolingual
s253,nonbinary,missing,bilingual
s257,female,23,bilingual
s261,male,21,monolingual
s265,female,22,monolingual
s269,female,21,monolingual
s273,male,22,bilingual
s277,male,20,monolingual
s281,male,20,bilingual
s285,male,21,monolingual
s289,male,22,monolingual
s293,NA,21,bilingual
s297,female,23,monolingual
s301,nonbinary,24,monolingual
s305,NA,missing,monolingual
