subj_id,gender,age,language
s002,male,22,monolingual
s006,male,20,monolingual
s010,nonbinary,19,monolingual
s014,male,20,monolingual
s018,male,20,monolingual
s022,female,20,monolingual
s026,female,20,monolingual
s030,male,19,bilingual
s034,female,27,bilingual
s038,female,20,monolingual
s042,male,18,bilingual
s046,male,18,monolingual
s050,female,22,bilingual
s054,female,21,monolingual
s058,male,19,monolingual
s062,male,20,monolingual
s066,male,21,bilingual
s070,male,20,monolingual
s074,male,21,monolingual
s078,male,19,monolingual
s082,male,22,monolingual
s086,male,19,monolingual
s090,male,22,monolingual
s094,female,21,bilingual
s098,female,20,monolingual
s102,male,19,bilingual
s106,male,22,monolingual
s110,NA,21,bilingual
s114,male,24,monolingual
s118,male,21,monolingual
s122,male,21,monolingual
s126,male,21,monolingual
s130,female,20,monolingual
s134,male,18,monolingual
s138,male,19,monolingual
s142,male,19,monolingual
s146,male,20,monolingual
s150,NA,23,monolingual
s154,male,23,bilingual
s158,male,20,monolingual
s162,male,22,monolingual
s166,male,21,monolingual
s170,female,25,bilingual
s174,male,19,monolingual
s178,female,21,monolingual
s182,male,18,monolingual
s186,male,21,monolingual
s190,female,20,monolingual
s194,female,18,monolingual
s198,NA,20,bilingual
s202,male,22,bilingual
s206,male,21,monolingual
s210,male,22,monolingual
s214,female,25,monolingual
s218,male,23,monolingual
s222,male,22,bilingual
s226,female,21,bilingual
s230,female,27,bilingual
s234,NA,22,monolingual
s238,male,18,monolingual
s242,male,missing,monolingual
s246,male,22,monolingual
s250,nonbinary,23,monolingual
s254,male,21,monolingual
s258,female,18,monolingual
s262,male,22,bilingual
s266,male,20,monolingual
s270,nonbinary,21,monolingual
s274,male,18,bilingual
s278,male,20,monolingual
s282,female,19,monolingual
s286,nonbinary,23,bilingual
s290,male,18,monolingual
s294,male,19,monolingual
s298,male,21,monolingual
s302,male,22,monolingual
s306,male,18,bilingual
