subj_id,gender,age,language
s002,female,21,monolingual
s006,male,21,bilingual
s010,nonbinary,19,bilingual
s014,male,22,monolingual
s018,nonbinary,missing,bilingual
s022,male,19,bilingual
s026,male,21,monolingual
s030,male,20,bilingual
s034,female,21,monolingual
s038,female,19,bilingual
s042,female,23,monolingual
s046,male,19,monolingual
s050,male,21,bilingual
s054,female,21,monolingual
s058,male,20,monolingual
s062,male,24,monolingual
s066,nonbinary,24,monolingual
s070,male,22,bilingual
s074,nonbinary,21,monolingual
s078,nonbinary,21,monolingual
s082,female,19,bilingual
s086,male,missing,bilingual
s090,male,20,monolingual
s094,female,22,monolingual
s098,female,18,monolingual
s102,male,21,monolingual
s106,male,22,monolingual
s110,female,22,monolingual
s114,male,24,monolingual
s118,female,missing,bilingual
s122,male,21,monolingual
s126,nonbinary,21,bilingual
s130,male,20,monolingual
s134,NA,20,monolingual
s138,male,22,monolingual
s142,male,21,bilingual
s146,female,20,monolingual
s150,male,20,monolingual
s154,female,20,monolingual
s158,female,20,monolingual
s162,male,23,monolingual
s166,male,20,bilingual
s170,male,20,monolingual
s174,female,20,monolingual
s178,male,20,bilingual
s182,male,22,monolingual
s186,female,21,bilingual
s190,male,21,monolingual
s194,female,20,bilingual
s198,female,21,monolingual
s202,female,21,bilingual
s206,female,20,monolingual
s210,male,19,monolingual
s214,female,22,bilingual
s218,male,21,bilingual
s222,male,19,bilingual
s226,female,23,monolingual
s230,male,22,bilingual
s234,male,20,bilingual
s238,female,19,monolingual
s242,male,18,bilingual
s246,male,19,monolingual
s250,NA,22,monolingual
s254,nonbinary,21,monolingual
s258,female,19,monolingual
s262,male,20,monolingual
s266,male,24,bilingual
s270,male,19,monolingual
s274,female,21,monolingual
s278,male,23,bilingual
s282,male,missing,monolingual
s286,male,19,monolingual
s290,female,20,bilingual
s294,female,24,bilingual
s298,male,22,monolingual
s302,nonbinary,24,monolingual
s306,nonbinary,21,monolingual
