subj_id,gender,age,language
s001,nonbinary,23,monolingual
s005,male,20,bilingual
s009,male,18,bilingual
s013,male,21,monolingual
s017,male,22,bilingual
s021,female,23,monolingual
s025,male,19,monolingual
s029,female,23,monolingual
s033,female,20,monolingual
s037,male,21,monolingual
s041,male,20,bilingual
s045,female,23,monolingual
s049,female,19,bilingual
s053,male,21,monolingual
s057,male,missing,monolingual
s061,male,19,bilingual
s065,female,21,monolingual
s069,male,22,bilingual
s073,male,24,monolingual
s077,male,21,monolingual
s081,female,24,bilingual
s085,male,20,monolingual
s089,male,19,monolingual
s093,female,missing,bilingual
s097,male,20,bilingual
s101,male,20,bilingual
s105,male,23,monolingual
s109,female,21,bilingual
s113,male,24,monolingual
s117,NA,19,monolingual
s121,nonbinary,23,monolingual
s125,male,20,monolingual
s129,female,19,monolingual
s133,female,20,monolingual
s137,male,19,bilingual
s141,female,21,monolingual
s145,nonbinary,20,monolingual
s149,nonbinary,21,monolingual
s153,male,20,bilingual
s157,male,19,monolingual
s161,male,18,monolingual
s165,nonbinary,22,monolingual
s169,male,20,monolingual
s173,male,missing,monolingual
s177,NA,19,monolingual
s181,male,20,bilingual
s185,male,21,monolingual
s189,male,20,bilingual
s193,female,missing,monolingual
s197,male,26,monolingual
s201,male,19,monolingual
s205,male,20,bilingual
s209,female,21,monolingual
s213,nonbinary,24,monolingual
s217,male,18,monolingual
s221,NA,21,monolingual
s225,nonbinary,20,monolingual
s229,male,21,monolingual
s233,male,missing,monolingual
s237,male,24,monolingual
s241,male,19,monolingual
s245,female,missing,monolingual
s249,male,21,bilingual
s253,male,21,monolingual
s257,female,18,monolingual
s261,male,25,monolingual
s265,male,22,monolingual
s269,female,19,monolingual
s273,nonbinary,21,monolingual
s277,male,22,monolingual
s281,NA,19,bilingual
s285,female,21,monolingual
s289,male,20,monolingual
s293,male,19,monolingual
s297,male,21,bilingual
s301,male,19,bilingual
s305,male,20,monolingual
