subj_id,gender,age,language
s002,male,19,bilingual
s006,male,19,monolingual
s010,male,21,monolingual
s014,female,missing,monolingual
s018,female,21,monolingual
s022,female,20,bilingual
s026,male,24,bilingual
s030,male,19,monolingual
s034,female,19,monolingual
s038,female,22,monolingual
s042,male,23,monolingual
s046,male,20,monolingual
s050,male,21,monolingual
s054,female,missing,monolingual
s058,male,22,bilingual
s062,male,22,bilingual
s066,male,21,bilingual
s070,female,21,monolingual
s074,male,18,monolingual
s078,male,22,bilingual
s082,nonbinary,20,monolingual
s086,male,20,bilingual
s090,male,20,monolingual
s094,male,20,monolingual
s098,NA,18,monolingual
s102,male,19,bilingual
s106,male,20,monolingual
s110,male,20,bilingual
s114,nonbinary,18,monolingual
s118,male,19,monolingual
s122,male,23,monolingual
s126,male,20,bilingual
s130,male,21,monolingual
s134,male,24,monolingual
s138,male,23,monolingual
s142,nonbinary,20,monolingual
s146,female,21,monolingual
s150,male,22,bilingual
s154,male,20,monolingual
s158,male,24,bilingual
s162,male,19,monolingual
s166,female,18,monolingual
s170,male,22,monolingual
s174,nonbinary,19,bilingual
s178,male,21,monolingual
s182,female,19,bilingual
s186,male,22,monolingual
s190,nonbinary,20,monolingual
s194,male,19,bilingual
s198,male,21,monolingual
s202,male,21,monolingual
s206,male,22,monolingual
s210,male,missing,monolingual
s214,male,22,monolingual
s218,NA,22,monolingual
s222,NA,22,monolingual
s226,male,19,monolingual
s230,female,22,monolingual
s234,male,21,monolingual
s238,female,21,monolingual
s242,male,22,monolingual
s246,female,21,bilingual
s250,male,19,bilingual
s254,male,20,monolingual
s258,male,24,bilingual
s262,nonbinary,20,bilingual
s266,male,20,monolingual
s270,male,18,monolingual
s274,NA,21,monolingual
s278,nonbinary,23,monolingual
s282,female,19,monolingual
s286,female,19,monolingual
s290,female,21,monolingual
s294,female,20,bilingual
s298,female,21,bilingual
s302,male,20,bilingual
s306,female,20,monolingual
s310,male,24,bilingual
s314,male,21,bilingual
s318,male,21,monolingual
s322,female,20,monolingual
s326,male,22,monolingual
s330,male,22,monolingual
s334,male,21,bilingual
s338,male,18,monolingual
s342,male,22,monolingual
s346,male,19,monolingual
s350,nonbinary,21,monolingual
s354,male,18,bilingual
s358,female,19,monolingual
s362,female,20,monolingual
s366,female,missing,monolingual
s370,male,20,bilingual
s374,female,21,bilingual
s378,nonbinary,20,monolingual
s382,male,21,monolingual
s386,male,21,monolingual
s390,nonbinary,21,monolingual
