subj_id,gender,age,language
s001,male,18,monolingual
s005,male,22,bilingual
s009,female,21,monolingual
s013,male,21,monolingual
s017,male,21,bilingual
s021,male,21,monolingual
s025,male,19,monolingual
s029,male,20,monolingual
s033,female,20,bilingual
s037,male,21,monolingual
s041,female,20,monolingual
s045,female,25,monolingual
s049,male,19,bilingual
s053,nonbinary,21,bilingual
s057,female,19,bilingual
s061,male,21,monolingual
s065,nonbinary,21,monolingual
s069,male,23,bilingual
s073,male,21,bilingual
s077,male,21,monolingual
s081,male,23,monolingual
s085,male,20,monolingual
s089,NA,20,monolingual
s093,NA,20,monolingual
s097,male,25,monolingual
s101,male,22,bilingual
s105,male,19,monolingual
s109,male,19,monolingual
s113,NA,21,bilingual
s117,female,20,monolingual
s121,male,19,monolingual
s125,male,19,bilingual
s129,female,20,monolingual
s133,male,18,monolingual
s137,male,21,monolingual
s141,male,19,monolingual
s145,female,18,monolingual
s149,female,20,monolingual
s153,male,23,bilingual
s157,male,21,monolingual
s161,male,20,monolingual
s165,male,23,monolingual
s169,male,23,bilingual
s173,male,19,monolingual
s177,male,20,monolingual
s181,male,missing,bilingual
s185,female,20,bilingual
s189,male,21,bilingual
s193,male,21,bilingual
s197,male,23,bilingual
s201,male,27,monolingual
s205,male,20,monolingual
s209,male,19,bilingual
s213,male,23,monolingual
s217,male,22,monolingual
s221,male,20,bilingual
s225,male,19,monolingual
s229,female,20,monolingual
s233,male,24,monolingual
s237,female,19,monolingual
s241,female,21,monolingual
s245,male,23,monolingual
s249,male,20,bilingual
s253,nonbinary,20,monolingual
s257,nonbinary,20,monolingual
s261,female,23,monolingual
s265,female,20,monolingual
s269,male,21,monolingual
s273,male,19,bilingual
s277,female,18,monolingual
s281,male,20,monolingual
s285,female,19,monolingual
s289,male,19,monolingual
s293,male,20,monolingual
s297,male,23,bilingual
s301,nonbinary,21,monolingual
s305,nonbinary,24,monolingual
s309,male,20,monolingual
s313,female,21,monolingual
s317,male,missing,monolingual
s321,male,missing,bilingual
s325,female,20,bilingual
s329,female,23,monolingual
s333,male,26,bilingual
s337,male,20,bilingual
s341,nonbinary,21,bilingual
s345,female,20,monolingual
s349,male,19,monolingual
s353,nonbinary,22,monolingual
s357,male,19,monolingual
s361,male,24,monolingual
s365,female,24,monolingual
s369,male,23,monolingual
s373,female,23,bilingual
s377,female,20,monolingual
s381,male,19,bilingual
s385,male,19,bilingual
s389,nonbinary,21,monolingual
