subj_id,gender,age,language
s001,male,19,bilingual
s005,nonbinary,21,monolingual
s009,male,19,bilingual
s013,female,26,monolingual
s017,female,22,monolingual
s021,female,24,monolingual
s025,male,21,bilingual
s029,male,24,monolingual
s033,male,19,monolingual
s037,female,20,monolingual
s041,female,20,monolingual
s045,nonbinary,20,monolingual
s049,male,18,monolingual
s053,male,23,bilingual
s057,female,21,monolingual
s061,male,21,monolingual
s065,female,23,bilingual
s069,male,19,monolingual
s073,female,22,bilingual
s077,male,21,monolingual
s081,female,19,bilingual
s085,male,22,monolingual
s089,female,19,bilingual
s093,male,21,monolingual
s097,female,18,bilingual
s101,female,21,monolingual
s105,male,19,monolingual
s109,NA,20,bilingual
s113,female,20,bilingual
s117,nonbinary,22,monolingual
s121,male,19,monolingual
s125,female,missing,monolingual
s129,NA,19,bilingual
s133,nonbinary,22,monolingual
s137,NA,20,monolingual
s141,female,19,monolingual
s145,male,22,monolingual
s149,female,21,monolingual
s153,male,missing,bilingual
s157,nonbinary,23,monolingual
s161,NA,23,bilingual
s165,male,21,monolingual
s169,female,20,monolingual
s173,female,22,bilingual
s177,female,20,monolingual
s181,male,22,bilingual
s185,nonbinary,20,bilingual
s189,female,missing,monolingual
s193,male,23,bilingual
s197,female,21,monolingual
s201,male,22,bilingual
s205,male,21,monolingual
s209,nonbinary,19,monolingual
s213,female,19,monolingual
s217,male,19,monolingual
s221,female,21,monolingual
s225,nonbinary,22,monolingual
s229,NA,21,bilingual
s233,male,20,monolingual
s237,male,missing,monolingual
s241,male,23,monolingual
s245,male,21,monolingual
s249,male,23,bilingual
s253,NA,21,bilingual
s257,male,21,monolingual
s261,female,22,monolingual
s265,female,19,monolingual
s269,female,21,bilingual
s273,male,19,monolingual
s277,female,24,bilingual
s281,male,23,bilingual
s285,nonbinary,25,monolingual
s289,male,20,monolingual
s293,male,21,monolingual
s297,female,21,monolingual
s301,male,21,bilingual
s305,female,25,monolingual
